source	target	status
ROR1	FRMD4B	non_indicated
PRRX2	MFAP2	non_indicated
PRRX2	Contig13173_RC	non_indicated
PRRX2	CRABP2	non_indicated
PRRX2	PRSS23	non_indicated
PRRX2	BDKRB2	non_indicated
PRRX2	MSX1	non_indicated
PRRX2	FAM57A	non_indicated
PRRX2	CCIN	non_indicated
PRRX2	FAM19A5	non_indicated
PRRX2	THY1	non_indicated
RNF144A	AL359560	non_indicated
PCGF5	Contig10004_RC	non_indicated
PCGF5	ATAD2	non_indicated
PCGF5	Contig57726_RC	non_indicated
LDB3	RBM20	non_indicated
LDB3	WNK2	non_indicated
HNRNPH1	IQCB1	non_indicated
HNRNPH1	RAB27A	non_indicated
HNRNPH1	FAM3C	non_indicated
HNRNPH1	MORN4	non_indicated
HNRNPH1	hCT1642867.2	non_indicated
ST3GAL4	ISOC2	non_indicated
ST3GAL4	GPR124	non_indicated
FGL1	ORM2	non_indicated
FGL1	GLYATL1	non_indicated
FGL1	GSTA2	non_indicated
ELL2	Contig55221_RC	non_indicated
ELL2	Contig45091_RC	non_indicated
ELL2	IER5L	non_indicated
RUNX1	LZTS1	non_indicated
RUNX1	CHSY3	non_indicated
RUNX1	SLC7A5	non_indicated
RUNX1	PANX1	non_indicated
ALDH1L2	AK096792	non_indicated
NEFH	RFPL1	non_indicated
MN1	ZFHX2	non_indicated
MN1	AI339981_RC	non_indicated
MN1	TACC2	non_indicated
MN1	RBM24	non_indicated
C20orf24	NUDT4	non_indicated
C20orf24	CSTA	non_indicated
C20orf24	MTCH2	non_indicated
C20orf24	SNN	non_indicated
C20orf24	DYNLL1	non_indicated
C20orf24	ATP5G3	non_indicated
C20orf24	FDX1	non_indicated
C20orf24	DPH3	non_indicated
C20orf24	GLRX2	non_indicated
C20orf24	GLRX	non_indicated
C20orf24	LYSMD4	non_indicated
C20orf24	RFFL	non_indicated
C20orf24	C1orf21	non_indicated
C20orf24	NME1	non_indicated
C20orf24	BC038216	non_indicated
CDH3	HS6ST2	non_indicated
CDH3	WWC1	non_indicated
CDH3	C4B	non_indicated
SAR1B	NHLRC3	non_indicated
SAR1B	AMY2B	non_indicated
SAR1B	AF038199	non_indicated
SAR1B	AK094004	non_indicated
SAR1B	BC040538	non_indicated
Contig18866_RC	Contig40585_RC	non_indicated
Contig18866_RC	HSS00305875	non_indicated
Contig18866_RC	HSS00090564	non_indicated
Contig18866_RC	HSS00200472	non_indicated
Contig18866_RC	TCF7L1	non_indicated
NM_018059	AXL	non_indicated
NM_018059	EFHD1	non_indicated
NM_018059	RGMB	non_indicated
KIF20A	CENPA	non_indicated
KIF20A	PRC1	non_indicated
KIF20A	BUB1B	non_indicated
KIF20A	MELK	non_indicated
KIF20A	NUSAP1	non_indicated
KIF20A	TPX2	non_indicated
KIF20A	HJURP	non_indicated
MBL2	GPR128	non_indicated
Contig20600_RC	AF070647	non_indicated
Contig20600_RC	BC038763	non_indicated
AL359062	ENOX1	non_indicated
AL359062	COL4A5	non_indicated
AL359062	CLDN1	non_indicated
AL359062	HSS00001474	non_indicated
RGS19	NFKBIE	non_indicated
RGS19	CD300A	non_indicated
RGS19	COTL1	non_indicated
RGS19	TNF	non_indicated
AF131784	KITLG	non_indicated
AF131784	AADACL2	non_indicated
AF131784	Contig66615_RC	non_indicated
AF131784	AK057885	non_indicated
AF131784	VAT1L	non_indicated
AF131784	HSS00090082	non_indicated
AF131784	CA12	non_indicated
ID2B	PDLIM5	non_indicated
CD58	TAF9	non_indicated
Contig66916_RC	BC040181	non_indicated
CLDN5	GPIHBP1	non_indicated
Contig55221_RC	DACT2	non_indicated
Contig55221_RC	HOXC5	non_indicated
KIF21A	Contig48769_RC	non_indicated
KIF21A	Contig42531_RC	non_indicated
KIF21A	HSS00180849	non_indicated
THBS2	SNED1	non_indicated
THBS2	TRIM9	non_indicated
SLC28A3	LYPD6	non_indicated
SLC28A3	DSP	non_indicated
SLC28A3	Contig9813_RC	non_indicated
SLC28A3	AOX1	non_indicated
SLC28A3	CA13	non_indicated
SLC28A3	CXADR	non_indicated
SLC28A3	AK025909	non_indicated
SLC28A3	SULF1	non_indicated
SLC28A3	INADL	non_indicated
SLC28A3	TMC5	non_indicated
SLC28A3	SLC16A1	non_indicated
TSHZ2	BEND6	non_indicated
TSHZ2	DST	non_indicated
TSHZ2	ADD3	non_indicated
XKR4	MYOT	non_indicated
XKR4	FLRT1	non_indicated
XKR4	FOXD3	non_indicated
XKR4	MAL	non_indicated
XKR4	PCSK2	non_indicated
XKR4	SOX2	non_indicated
XKR4	GPM6B	non_indicated
TAGLN	PPP1R14A	non_indicated
MPDZ	Contig22534_RC	non_indicated
MPDZ	Contig21391_RC	non_indicated
MPDZ	AL049312	non_indicated
MPDZ	ZNF234	non_indicated
MPDZ	AF147415	non_indicated
MPDZ	ALG11	non_indicated
TNC	PFKP	non_indicated
EDNRA	PCDH17	non_indicated
EDNRA	Contig45266	non_indicated
EDNRA	Contig16208_RC	non_indicated
EDNRA	RARB	non_indicated
LTB	CCR6	non_indicated
LTB	UBD	non_indicated
LTB	NAPSB	non_indicated
LTB	RBP5	non_indicated
LTB	MAL	non_indicated
LTB	SELL	non_indicated
RAMP1	CHRDL2	non_indicated
PGM3	CSN1S1	non_indicated
PGM3	TTLL7	non_indicated
PGM3	HMGCS1	non_indicated
FZD7	HPSE	non_indicated
PDE5A	PCDH7	non_indicated
PDE5A	MAP2	non_indicated
LYST	STK17B	non_indicated
LYST	GCNT4	non_indicated
LYST	BC035072	non_indicated
Contig28909_RC	RP11-93B14.6	non_indicated
ATP1A2	APCDD1	non_indicated
FLNC	NTN1	non_indicated
BHMT2	DMGDH	non_indicated
DEGS1	TFAP4	non_indicated
DEGS1	PID1	non_indicated
DEGS1	NPR3	non_indicated
Contig56096	PANX1	non_indicated
Contig39090_RC	BC032027	non_indicated
Contig25060_RC	FAM18B	non_indicated
Contig25060_RC	AA470152_RC	non_indicated
Contig25060_RC	Contig39490_RC	non_indicated
Contig25060_RC	ANKRD28	non_indicated
Contig25060_RC	AK021481	non_indicated
Contig25060_RC	LEPROT	non_indicated
Contig25060_RC	CTAGE5	non_indicated
Contig25060_RC	UHMK1	non_indicated
Contig25060_RC	hCT2259022	non_indicated
Contig25060_RC	HSS00020955	non_indicated
Contig25060_RC	HSS00058055	non_indicated
PDGFRL	SFRP2	non_indicated
CEP135	Contig49175_RC	non_indicated
CEP135	PGM2L1	non_indicated
PRC1	MELK	non_indicated
PRC1	PSRC1	non_indicated
RPL39	RPS29	non_indicated
RPL39	RPL37A	non_indicated
RPL39	RPS15A	non_indicated
RPL39	RPS24	non_indicated
RPL39	hCT2270022	non_indicated
RPL39	AK092774	non_indicated
Contig56270_RC	Contig42047_RC	non_indicated
Contig56270_RC	FBXO32	non_indicated
Contig56270_RC	NM_022448	non_indicated
CHI3L1	LIPG	non_indicated
CHI3L1	CHI3L2	non_indicated
FASLG	SAMD3	non_indicated
FASLG	GPR18	non_indicated
FASLG	KLRG1	non_indicated
FASLG	TRGV9	non_indicated
Contig40272_RC	AL512741	non_indicated
SLC27A2	RGS17	non_indicated
SLC27A2	Contig47405_RC	non_indicated
SLC27A2	Contig25938_RC	non_indicated
SLC27A2	PCK2	non_indicated
SLC27A2	RORB	non_indicated
SLC27A2	ABCC3	non_indicated
SLC27A2	CHKB	non_indicated
SLC27A2	CCND1	non_indicated
SLC27A2	GINS3	non_indicated
SLC27A2	CPT1B	non_indicated
SLC27A2	ADRB3	non_indicated
SLC27A2	C21orf82	non_indicated
SLC27A2	FGFBP2	non_indicated
SLC27A2	BLM	non_indicated
SLC27A2	NM_004563_sat	non_indicated
NEBL	MYO5B	non_indicated
NEBL	GRAMD1C	non_indicated
NEBL	GJA1	non_indicated
NEBL	MET	non_indicated
NEBL	BC038209	non_indicated
NEBL	HSS00291630	non_indicated
NEBL	SLC14A1	non_indicated
NELL2	Contig16262_RC	non_indicated
NELL2	KLK5	non_indicated
NELL2	PKP3	non_indicated
NELL2	ISL1	non_indicated
NELL2	TNNI3	non_indicated
NELL2	SLFN13	non_indicated
NNT	MAP7	non_indicated
GPI	MGLL	non_indicated
GPI	PGD	non_indicated
GPI	NR1H3	non_indicated
GPI	GPD1	non_indicated
GPI	SUMF2	non_indicated
GPI	XM_210320	non_indicated
GPI	hCT1842078.2	non_indicated
GPI	NM_006744_sat	non_indicated
GPX1	SNCG	non_indicated
GPX1	C20orf24	non_indicated
GPX1	TSPO	non_indicated
GPX1	POMC	non_indicated
GPX1	ZNF541	non_indicated
GPX1	VKORC1L1	non_indicated
GPX1	PEMT	non_indicated
GPX1	ANKRD53	non_indicated
GPX1	RHOXF1	non_indicated
GPX1	hCT401145.3	non_indicated
GPX1	C22orf34	non_indicated
GPX1	hCT1772223.2	non_indicated
GPX1	HSS00376217	non_indicated
GPX1	HSS00305698	non_indicated
CD2	STAT4	non_indicated
CD2	Y00790	non_indicated
CD2	KLRC2	non_indicated
CD2	KLRK1	non_indicated
CD2	SP140L	non_indicated
CD2	BCL11B	non_indicated
CD2	PRKCQ	non_indicated
CD2	CD8B	non_indicated
CD2	CXCR6	non_indicated
CD2	CD3G	non_indicated
HECW2	CALCRL	non_indicated
HECW2	AK097152	non_indicated
HECW2	HSS00183137	non_indicated
JUN	MSN	non_indicated
JUN	Contig40585_RC	non_indicated
JUN	Contig21997_RC	non_indicated
JUN	HSS00126740	non_indicated
PLSCR4	Contig1063_RC	non_indicated
PLSCR4	CCNG2	non_indicated
PLSCR4	NET1	non_indicated
PLSCR4	PRKAR1A	non_indicated
PLSCR4	SERINC3	non_indicated
PLSCR4	NM_145809	non_indicated
PLSCR4	hCT1817567.1	non_indicated
Contig20428_RC	AK022645	non_indicated
THRB	MOBKL2B	non_indicated
THRB	RSPO3	non_indicated
THRB	MT1F	non_indicated
SSH2	Contig8685_RC	non_indicated
SSH2	GNG11	non_indicated
SSH2	CTTNBP2	non_indicated
PCDHA7	AL832555	non_indicated
CD63	TMEM186	non_indicated
THOC2	DMTF1	non_indicated
THOC2	DNM3	non_indicated
Contig28102_RC	AL512741	non_indicated
CTAG1B	CTAG2	non_indicated
KIAA1370	ELL2	non_indicated
KIAA1370	AL049435	non_indicated
KIAA1370	JAK2	non_indicated
KIAA1370	PPM1B	non_indicated
CXCL11	CXCL10	non_indicated
Contig19999_RC	NAAA	non_indicated
Contig19999_RC	MED1	non_indicated
Contig19999_RC	RHOBTB1	non_indicated
Contig19999_RC	AF086381	non_indicated
Contig19999_RC	HSS00063096	non_indicated
Contig19999_RC	AL832280	non_indicated
ALB	CYP8B1	non_indicated
Contig27442_RC	Contig54540_RC	non_indicated
Contig27442_RC	Contig9555_RC	non_indicated
Contig27442_RC	Contig31054_RC	non_indicated
Contig27442_RC	Contig19999_RC	non_indicated
Contig27442_RC	Contig22179_RC	non_indicated
Contig27442_RC	KIAA1618	non_indicated
Contig27442_RC	EPB41L5	non_indicated
Contig27442_RC	YLPM1	non_indicated
Contig27442_RC	PPP1R9B	non_indicated
Contig27442_RC	HSS00145951	non_indicated
Contig27442_RC	AK090932	non_indicated
CTSL1	NEURL2	non_indicated
LGALS9	IL4I1	non_indicated
RP6-213H19.1	NEBL	non_indicated
RP6-213H19.1	Contig49175_RC	non_indicated
UBE2K	ZNF720	non_indicated
UBE2K	Contig32137_RC	non_indicated
UBE2K	DDX6	non_indicated
UBE2K	AK092472	non_indicated
C12orf35	AK026267	non_indicated
NM_006333	hCT2310901	non_indicated
Contig6529_RC	Contig44269_RC	non_indicated
Contig6529_RC	AF085919	non_indicated
Contig6529_RC	BC041649	non_indicated
Contig6529_RC	HSS00020262	non_indicated
Contig6529_RC	NM_207488	non_indicated
NM_016459	PIM2	non_indicated
NM_016459	POU2AF1	non_indicated
NM_016459	AJ298039	non_indicated
NM_016459	IGLV2-14	non_indicated
NM_016459	IGLV3-21	non_indicated
NM_016459	IGJ	non_indicated
NM_016459	TNFRSF17	non_indicated
NM_016459	IGLV2-14	non_indicated
NM_016459	IGKV1D-8	non_indicated
NM_016459	HSS00373625	non_indicated
NM_016459	hCT1766395.1	non_indicated
NM_016459	U21039	non_indicated
NM_016459	IGHD	non_indicated
NM_016459	hCT2329754	non_indicated
AMY2B	CHL1	non_indicated
AMY2B	CMAH	non_indicated
RHOBTB3	SSR3	non_indicated
RHOBTB3	OPTN	non_indicated
AB018297	Contig43632_RC	non_indicated
AB018297	AB007953	non_indicated
AB018297	Contig54915_RC	non_indicated
AB018297	Contig53777_RC	non_indicated
AB018297	HSS00292164	non_indicated
AB018297	AK021726	non_indicated
LY86	FCGR1B	non_indicated
GSDMB	PILRB	non_indicated
GSDMB	NM_022345	non_indicated
GSDMB	ORMDL3	non_indicated
GSDMB	AK025325	non_indicated
GSDMB	AK098218	non_indicated
AL049435	CLK1	non_indicated
PRELP	GPC3	non_indicated
AF052152	EBF2	non_indicated
AF052152	HMCN1	non_indicated
AF052152	VASH2	non_indicated
AF052152	AK022033	non_indicated
Contig10004_RC	AK022320	non_indicated
Contig10004_RC	ZNF846	non_indicated
EIF4A2	RSE_00000753518	non_indicated
EIF4A2	AZIN1	non_indicated
EIF4A2	LXN	non_indicated
SEMA4D	CD244	non_indicated
SEMA4D	FAM46C	non_indicated
SEMA4D	ZC3HAV1	non_indicated
SEMA4D	C9orf164	non_indicated
RARRES3	LRP1	non_indicated
RARRES3	LGALS2	non_indicated
RARRES3	SECTM1	non_indicated
RARRES3	PSMB9	non_indicated
RARRES3	RTP4	non_indicated
SMG6	HIC1	non_indicated
SMG6	RCOR2	non_indicated
SMG6	HSS00128973	non_indicated
SMG6	C17orf76	non_indicated
EPS8L1	GLB1L2	non_indicated
EPS8L1	XM_211972	non_indicated
EPS8L1	BC032913	non_indicated
MARK1	MAP4	non_indicated
MARK1	BHMT2	non_indicated
MARK1	FAM114A1	non_indicated
MARK1	HSS00180701	non_indicated
Contig21370_RC	hCT1817994.1	non_indicated
Contig21370_RC	HSS00062853	non_indicated
Contig25597_RC	Contig24024_RC	non_indicated
Contig25597_RC	ZXDC	non_indicated
Contig25597_RC	Contig27184_RC	non_indicated
Contig25597_RC	Contig26218_RC	non_indicated
Contig25597_RC	MMP21	non_indicated
Contig25597_RC	HSS00040851	non_indicated
Contig25597_RC	HSS00169533	non_indicated
Contig25597_RC	AL833114	non_indicated
Contig25597_RC	SH3GLP1	non_indicated
PLTP	NEURL2	non_indicated
KIAA1217	SLC6A6	non_indicated
KIAA1217	PRINS	non_indicated
KIAA1217	NLGN4X	non_indicated
KIAA1217	MCOLN3	non_indicated
KIAA1217	HSS00186073	non_indicated
KIAA1217	SLC1A1	non_indicated
IL1R2	KIAA1324	non_indicated
GNAZ	IQSEC3	non_indicated
GNAZ	VWF	non_indicated
GNAZ	KIAA1217	non_indicated
GNAZ	CDH5	non_indicated
GNAZ	BMP6	non_indicated
GNAZ	CA4	non_indicated
GNAZ	PDE2A	non_indicated
GNAZ	CD300LG	non_indicated
GNAZ	GPR4	non_indicated
GNAZ	AL833334	non_indicated
GNAZ	DTX4	non_indicated
Contig8685_RC	LIN54	non_indicated
Contig8685_RC	XM_211447	non_indicated
SAA1	SAA4	non_indicated
SAA1	SAA3P	non_indicated
SAA1	SAA2	non_indicated
CXCL13	CLEC4M	non_indicated
SLC13A4	ENST00000300414	non_indicated
SLC13A4	ZNF460	non_indicated
SYNPO2	SPECC1	non_indicated
GPX4	PLA2G16	non_indicated
GPX4	MYOM2	non_indicated
GPX4	HSPB7	non_indicated
GPX4	DCXR	non_indicated
GPX4	PPP1R1A	non_indicated
GPX4	RARRES2	non_indicated
GPX4	HYI	non_indicated
GPX4	AK024935	non_indicated
PLEKHG3	WNT3	non_indicated
PLEKHG3	ENST00000300223	non_indicated
PLEKHG3	AK096481	non_indicated
PLEKHG3	HSS00001998	non_indicated
BNC2	CDC25A	non_indicated
BNC2	ROR1	non_indicated
BNC2	AK023150	non_indicated
BNC2	hCT1951519.1	non_indicated
LOX	COL10A1	non_indicated
SHC3	Contig45618_RC	non_indicated
AHSG	CNOT6L	non_indicated
AHSG	AMBP	non_indicated
AHSG	ORM1	non_indicated
TNXB	A4GALT	non_indicated
TNXB	FRZB	non_indicated
TNXB	LSP1	non_indicated
TNXB	STK32B	non_indicated
TNXB	ISLR	non_indicated
TNXB	DBN1	non_indicated
TNXB	THBS3	non_indicated
TNXB	IGFBP6	non_indicated
TNXB	WNT11	non_indicated
MMRN1	TFPI	non_indicated
MMRN1	PROX1	non_indicated
SMCHD1	LRRK2	non_indicated
SMCHD1	Contig25707_RC	non_indicated
SMCHD1	LYST	non_indicated
SMCHD1	CEP135	non_indicated
SMCHD1	AKAP5	non_indicated
SMCHD1	Contig37371_RC	non_indicated
SMCHD1	IL18R1	non_indicated
SMCHD1	BC035072	non_indicated
ETS2	ADAMTS1	non_indicated
ETS2	DENND3	non_indicated
ETS2	Contig19865_RC	non_indicated
Contig19918_RC	AK021590	non_indicated
FADD	PACSIN2	non_indicated
FADD	SIPA1L2	non_indicated
FADD	AK055808	non_indicated
FADD	SETD5	non_indicated
FADD	ELOVL1	non_indicated
FADD	TRAPPC3	non_indicated
FADD	NM_018705	non_indicated
Contig51846_RC	NOVA1	non_indicated
Contig51846_RC	QKI	non_indicated
Contig51846_RC	KLHL24	non_indicated
Contig51846_RC	AL080072	non_indicated
Contig51846_RC	LEPR	non_indicated
Contig51846_RC	HSS00009410	non_indicated
Contig51846_RC	AK095156	non_indicated
Contig51846_RC	FOXP2	non_indicated
RSRC1	EIF2C4	non_indicated
RSRC1	PWWP2A	non_indicated
RSRC1	PTPLB	non_indicated
RSRC1	Contig25198_RC	non_indicated
RSRC1	EML4	non_indicated
RSRC1	TM4SF18	non_indicated
RSRC1	FBXO4	non_indicated
RSRC1	GAS2L3	non_indicated
SCD5	C3	non_indicated
PCDHAC1	LDHB	non_indicated
PCDHAC1	ZMYND12	non_indicated
PCDHAC1	MGST1	non_indicated
NAMPT	CCNL1	non_indicated
NAMPT	GK	non_indicated
NAMPT	BC001980	non_indicated
NAMPT	GCA	non_indicated
PLK2	EDNRA	non_indicated
PLK2	GADD45G	non_indicated
PLK2	AK055324	non_indicated
PLK2	HAS3	non_indicated
PLK2	BC031660	non_indicated
PLK2	AK055887	non_indicated
DNM1	INDO	non_indicated
DNM1	TNXB	non_indicated
DNM1	ADAMTSL4	non_indicated
DNM1	WSCD2	non_indicated
DNM1	ECM1	non_indicated
DNM1	ARC	non_indicated
DNM1	ADAM33	non_indicated
Contig47146_RC	IL1RAP	non_indicated
Contig47146_RC	ARHGAP28	non_indicated
Contig47146_RC	PDGFD	non_indicated
Contig47146_RC	FZD6	non_indicated
Contig47146_RC	TPD52	non_indicated
IGFBP1	ZDHHC11	non_indicated
IGFBP1	PPIL6	non_indicated
FOSB	NR4A1	non_indicated
Contig28522_RC	FAM105A	non_indicated
Contig28522_RC	SLC40A1	non_indicated
Contig17418_RC	CALN1	non_indicated
Contig17418_RC	HSS00216669	non_indicated
Contig17418_RC	HSS00204391	non_indicated
MAGED2	SDPR	non_indicated
MAGED2	EMP2	non_indicated
MAGED2	TTC12	non_indicated
MAGED2	FGFR1	non_indicated
MAGED2	GNAS	non_indicated
MAGED2	IGF2	non_indicated
MAGED2	PCDHB11	non_indicated
MAGED2	hCT19344.2	non_indicated
PIP5K3	AL117645	non_indicated
PIP5K3	SLC35A3	non_indicated
PIP5K3	RSC1A1	non_indicated
PIP5K3	MYBL1	non_indicated
PIP5K3	LPCAT2	non_indicated
PIP5K3	HNRNPA2B1	non_indicated
NRARP	PLK2	non_indicated
NRARP	FUT1	non_indicated
NRARP	ATP6V1B1	non_indicated
NRARP	TNFRSF10D	non_indicated
Contig41587_RC	PSPHL	non_indicated
ALOX5AP	NM_024829	non_indicated
PHKB	RNF141	non_indicated
PHKB	Contig50391_RC	non_indicated
PHKB	C2orf43	non_indicated
PHKB	SERAC1	non_indicated
PHKB	USP14	non_indicated
PHKB	AK056845	non_indicated
PRDX4	DPT	non_indicated
PRDX4	CBR3	non_indicated
PRDX4	MTHFS	non_indicated
PRDX4	C1orf71	non_indicated
PRDX4	hCT1833792.1	non_indicated
LPAR1	DOK5	non_indicated
AMPD3	RNFT2	non_indicated
AMPD3	EBI3	non_indicated
SMAD7	AXIN2	non_indicated
SMAD7	KIAA0182	non_indicated
SMAD7	SLC25A25	non_indicated
SMAD7	SPSB1	non_indicated
SMAD7	BC012900	non_indicated
SMAD7	AK093957	non_indicated
Contig33441_RC	Contig6273_RC	non_indicated
Contig33441_RC	CDC14C	non_indicated
HBA1	HBA2	non_indicated
HBA1	GPR144	non_indicated
HBA1	HSS0367367.2_rc	non_indicated
TTR	C4BPA	non_indicated
TTR	HAO2	non_indicated
TTR	ALDOB	non_indicated
TTR	UGT2B15	non_indicated
TTR	GLTPD2	non_indicated
LARP4	EIF3A	non_indicated
LARP4	MED13	non_indicated
ADH1B	ADH1A	non_indicated
ATP6AP2	C16orf35	non_indicated
BUB1	DEPDC1B	non_indicated
GBP1	GCH1	non_indicated
GBP1	CXCL11	non_indicated
GBP1	CXCL9	non_indicated
GBP1	GBP5	non_indicated
SLC11A2	Contig41277_RC	non_indicated
SLC11A2	Contig42954_RC	non_indicated
SLC11A2	RAB12	non_indicated
SLC11A2	AK025360	non_indicated
SLC11A2	AF086337	non_indicated
SLC11A2	AF086049	non_indicated
RHOBTB1	Contig33260_RC	non_indicated
RHOBTB1	AF003738	non_indicated
AGPS	PGBD2	non_indicated
NM_014817	PPM1H	non_indicated
NM_014817	TBX3	non_indicated
NM_014817	FZD8	non_indicated
RDH5	LHCGR	non_indicated
CTSK	GPNMB	non_indicated
CTSK	CTHRC1	non_indicated
MTCH2	SDHC	non_indicated
IL10RB	AS3MT	non_indicated
IL10RB	DEGS1	non_indicated
IL10RB	AF085871	non_indicated
IL10RB	KIAA0859	non_indicated
IL10RB	UBQLNL	non_indicated
IL10RB	LSR	non_indicated
IL10RB	PROSC	non_indicated
ITPR1	CSGALNACT1	non_indicated
ITPR1	Contig41774_RC	non_indicated
FAM89A	BLCAP	non_indicated
FAM89A	FER1L3	non_indicated
FAM89A	C14orf149	non_indicated
FAM89A	HSS00181118	non_indicated
Contig27184_RC	Contig22534_RC	non_indicated
Contig27184_RC	Contig6742_RC	non_indicated
Contig27184_RC	Contig23404_RC	non_indicated
ZNF217	IQCB1	non_indicated
ZNF217	ARNTL	non_indicated
ZNF217	TLR4	non_indicated
ZNF217	E2F3	non_indicated
TES	NOV	non_indicated
PIK3CG	STON2	non_indicated
PIK3CG	ACTR2	non_indicated
PIK3CG	VAV3	non_indicated
PIK3CG	Contig13173_RC	non_indicated
PIK3CG	CYBB	non_indicated
PIK3CG	AFF3	non_indicated
PIK3CG	P2RY13	non_indicated
SNX3	GABARAPL2	non_indicated
SNX3	IDH1	non_indicated
SNX3	TMEM218	non_indicated
SNX3	NM_017910	non_indicated
SNX3	Contig4380_RC_sat	non_indicated
SNX3	NM_001032893	non_indicated
ACTR1B	AK021471	non_indicated
Contig41352_RC	SLC30A7	non_indicated
Contig41352_RC	Contig29062_RC	non_indicated
Contig41352_RC	IFIT5	non_indicated
Contig41352_RC	CTAGE5	non_indicated
Contig41352_RC	AF086031	non_indicated
ODC1	C8orf46	non_indicated
SCAMP1	AF052174	non_indicated
SCAMP1	Contig33235_RC	non_indicated
SCAMP1	UBE2W	non_indicated
SCAMP1	RP5-1000E10.4	non_indicated
SCAMP1	C5orf42	non_indicated
SCAMP1	MIB1	non_indicated
SCAMP1	HSS00094957	non_indicated
SCAMP1	EXOC1	non_indicated
COX7A1	TNNC2	non_indicated
COX7A1	HSS00048681	non_indicated
COX7A1	BC019842	non_indicated
VCAN	DIO2	non_indicated
HBEGF	NR4A2	non_indicated
HBEGF	OSM	non_indicated
HBEGF	AREG	non_indicated
INPP4B	ANGPT2	non_indicated
INPP4B	TOX	non_indicated
INPP4B	AL832101	non_indicated
RETSAT	HISPPD2A	non_indicated
Contig44076_RC	IDI2	non_indicated
Contig44076_RC	GFPT1	non_indicated
SAP30	PLAC8	non_indicated
SAP30	ENST00000295549	non_indicated
SAP30	FAM124B	non_indicated
SAP30	TSC22D1	non_indicated
B2M	HLA-B	non_indicated
B2M	HLA-DRA	non_indicated
CDH5	PEAR1	non_indicated
CDH5	ANO2	non_indicated
CDH5	EPAS1	non_indicated
CDH5	Contig20441_RC	non_indicated
CDH5	BAALC	non_indicated
CDH5	HOXD1	non_indicated
CDH5	NOTCH4	non_indicated
CDH5	SOX7	non_indicated
CDH5	BC035119	non_indicated
CDH5	CDH13	non_indicated
CFI	RHOU	non_indicated
CFI	GRIK2	non_indicated
CCBE1	PAPLN	non_indicated
UGDH	LIAS	non_indicated
LYZ	PLEK	non_indicated
LYZ	USP3	non_indicated
CLEC11A	MMP23B	non_indicated
CLEC11A	DKK3	non_indicated
CLEC11A	NM_032762	non_indicated
CLEC11A	CCDC74B	non_indicated
ST6GAL2	Contig48769_RC	non_indicated
ST6GAL2	AB033037	non_indicated
SOD2	BC001980	non_indicated
SOD2	ASGR2	non_indicated
SOD2	NAPG	non_indicated
SIPA1L3	HYOU1	non_indicated
SIPA1L3	TFAP4	non_indicated
SIPA1L3	SBF1	non_indicated
SIPA1L3	LRP1	non_indicated
SIPA1L3	VPS29	non_indicated
SIPA1L3	NM_020761	non_indicated
SIPA1L3	ZNF423	non_indicated
SIPA1L3	PTRF	non_indicated
SIPA1L3	HSS00173972	non_indicated
SIPA1L3	HSS00385550	non_indicated
SIPA1L3	ZSWIM4	non_indicated
LTBP1	Contig8861_RC	non_indicated
LTBP1	SVIL	non_indicated
Contig42328_RC	ZFP36	non_indicated
Contig42328_RC	ERRFI1	non_indicated
Contig42328_RC	AL080190	non_indicated
Contig42328_RC	AK000850	non_indicated
Contig53953_RC	SH3D19	non_indicated
Contig53953_RC	AKAP12	non_indicated
Contig53953_RC	HSS00264525	non_indicated
Contig53953_RC	DDX3X	non_indicated
SNF1LK2	RNF144A	non_indicated
SNF1LK2	TMEM132C	non_indicated
SNF1LK2	MOCS1	non_indicated
SNF1LK2	BC040195	non_indicated
AL080114	C10orf72	non_indicated
USP43	MAP3K9	non_indicated
Contig44211_RC	Contig35455_RC	non_indicated
Contig44211_RC	LY75	non_indicated
Contig20441_RC	DMRT3	non_indicated
AB007969	STK32A	non_indicated
AB007969	AK021524	non_indicated
Contig52981_RC	PCLO	non_indicated
Contig52981_RC	MCOLN3	non_indicated
LRP1	ZFHX2	non_indicated
LRP1	FBLN2	non_indicated
RELL1	LRRC8B	non_indicated
ETFA	NDUFV2	non_indicated
ETFA	PRDX3	non_indicated
ETFA	PTENP1	non_indicated
ETFA	CUTC	non_indicated
ETFA	MCCC1	non_indicated
Contig26622_RC	OR7E91P	non_indicated
IKZF1	HS3ST3B1	non_indicated
C3	C2	non_indicated
C3	WNT5A	non_indicated
Contig25861_RC	AK021726	non_indicated
COX5B	GSTZ1	non_indicated
COX5B	ITGA9	non_indicated
COX5B	PXMP2	non_indicated
COX5B	SURF1	non_indicated
COX5B	DDT	non_indicated
COX5B	TIMM10	non_indicated
COX5B	C10orf116	non_indicated
COX5B	ATP5G3	non_indicated
COX5B	DBI	non_indicated
COX5B	C21orf119	non_indicated
COX5B	NCRNA00116	non_indicated
COX5B	SDHC	non_indicated
COX5B	NM_032947	non_indicated
COX5B	HSS00217040	non_indicated
COX5B	hCT1656345.3	non_indicated
C6orf204	HSS00221231	non_indicated
AB007953	AK091996	non_indicated
PDE4DIP	GLCE	non_indicated
GSTM4	GSTM5	non_indicated
GSTM4	GSTM1	non_indicated
RELB	SH2B2	non_indicated
RELB	HAPLN3	non_indicated
RELB	SLC7A5	non_indicated
RELB	P2RY8	non_indicated
RELB	ETV7	non_indicated
