source	interaction_type	target	status
IGF1R	bn	LOC100233156	non_indicated
SCAF11	bn	ZEB1	non_indicated
SCAF11	bn	ATP2B1	non_indicated
SCAF11	bn	LEMD3	non_indicated
FAM45A	bn	SYNJ1	non_indicated
FAM45A	bn	FAM177A1	non_indicated
FAM45A	bn	FBXO33	non_indicated
SH3BGRL2	bn	GNG11	non_indicated
SH3BGRL2	bn	PPBP	non_indicated
SH3BGRL2	bn	C7orf41	non_indicated
SH3BGRL2	bn	CTTN	non_indicated
STK4	bn	HERPUD2	non_indicated
STK4	bn	NR3C1	non_indicated
STK4	bn	CXCR4	non_indicated
ZDHHC20	bn	PDSS1	non_indicated
ZDHHC20	bn	FAM105A	non_indicated
PGM2	bn	VEGFA	non_indicated
ESAM	bn	GNAZ	non_indicated
ESAM	bn	PF4	non_indicated
ESAM	bn	MGLL	non_indicated
ESAM	bn	ENKUR	non_indicated
PYGO2	bn	BAZ1B	non_indicated
PYGO2	bn	FMNL3	non_indicated
ZNF275	bn	STMN1	non_indicated
TSEN15	bn	FIGNL1	non_indicated
TSEN15	bn	ZFP1	non_indicated
TSEN15	bn	FAM165B	non_indicated
TMEM87B	bn	GK5	non_indicated
APOA1BP	bn	RUVBL2	non_indicated
APOA1BP	bn	YIF1A	non_indicated
APOA1BP	bn	MAD1L1	non_indicated
APOA1BP	bn	HINT2	non_indicated
GATC	bn	CUZD1	non_indicated
GATC	bn	ABHD2	non_indicated
GATC	bn	MTERFD2	non_indicated
GATC	bn	FAM210A	non_indicated
CSRP2BP	bn	PFAS	non_indicated
CSRP2BP	bn	METTL16	non_indicated
GTF2A1	bn	TNKS2	non_indicated
GTF2A1	bn	LOC646214	non_indicated
GTF2A1	bn	MIR3661	non_indicated
GTF2A1	bn	SDE2	non_indicated
BRWD1	bn	C5orf22	non_indicated
TADA1	bn	SYNJ2BP	non_indicated
TMEM128	bn	LOC283861	non_indicated
MIER1	bn	FOXN2	non_indicated
LRRC58	bn	LPAR6	non_indicated
ATE1	bn	FEM1B	non_indicated
KIAA1468	bn	PKD2	non_indicated
KIAA1468	bn	RBM25	non_indicated
KIAA1468	bn	AGGF1	non_indicated
KIAA1468	bn	TAPT1	non_indicated
KIAA1468	bn	SMAD9	non_indicated
OAF	bn	LILRB4	non_indicated
OAF	bn	SUSD1	non_indicated
OAF	bn	RASSF4	non_indicated
PPP4R2	bn	TNPO1	non_indicated
PPP4R2	bn	CAB39	non_indicated
PPP4R2	bn	TMEM70	non_indicated
PPP4R2	bn	LATS2	non_indicated
PPP4R2	bn	LONRF3	non_indicated
ANAPC7	bn	LOC400657	non_indicated
ANAPC7	bn	THAP2	non_indicated
AAK1	bn	TMEM50B	non_indicated
AAK1	bn	CDRT4	non_indicated
AAK1	bn	LOC100131096	non_indicated
AAK1	bn	LOC202781	non_indicated
KIAA1671	bn	HOXC4	non_indicated
KIAA1671	bn	EPB41L4A	non_indicated
MKLN1	bn	LCOR	non_indicated
CEBPG	bn	DCUN1D5	non_indicated
ACAP3	bn	C16orf79	non_indicated
ACAP3	bn	MYO15B	non_indicated
ACAP3	bn	CEACAM19	non_indicated
ACAP3	bn	PARVG	non_indicated
EEF2K	bn	RPS6KA2	non_indicated
SNHG6	bn	C4orf52	non_indicated
SNHG6	bn	ZNF383	non_indicated
CNST	bn	DAAM1	non_indicated
VMA21	bn	LINS	non_indicated
VMA21	bn	SET	non_indicated
VMA21	bn	HNRNPA0	non_indicated
VMA21	bn	H2AFV	non_indicated
VMA21	bn	LARP4	non_indicated
VMA21	bn	FAM69A	non_indicated
VMA21	bn	TTC19	non_indicated
VMA21	bn	MKL2	non_indicated
VMA21	bn	POGLUT1	non_indicated
VMA21	bn	FAM220A	non_indicated
VMA21	bn	WDR89	non_indicated
RASA3	bn	ARHGEF9	non_indicated
RASA3	bn	MPRIP	non_indicated
PAN3	bn	PPM1B	non_indicated
SLC41A1	bn	KIAA1609	non_indicated
CREB1	bn	PPTC7	non_indicated
ACAD11	bn	DDB2	non_indicated
ACAD11	bn	WNT10B	non_indicated
RWDD4	bn	MCFD2	non_indicated
PQLC3	bn	LIPA	non_indicated
PQLC3	bn	NFE2L3	non_indicated
PQLC3	bn	TMEM206	non_indicated
PQLC3	bn	SNTB1	non_indicated
MRPL50	bn	NUP37	non_indicated
FBXO25	bn	GTSF1	non_indicated
CREBZF	bn	KTN1	non_indicated
CREBZF	bn	CCDC132	non_indicated
GLIPR2	bn	CKLF	non_indicated
GLIPR2	bn	SERTAD3	non_indicated
GLIPR2	bn	LINC00152	non_indicated
SAAL1	bn	CXorf26	non_indicated
ODF2	bn	POLE3	non_indicated
SLAIN1	bn	CCND2	non_indicated
SLAIN1	bn	DBF4	non_indicated
SLAIN1	bn	SLC39A14	non_indicated
SLAIN1	bn	GIMAP6	non_indicated
SLAIN1	bn	ARMC1	non_indicated
SLAIN1	bn	PDIA3	non_indicated
SLAIN1	bn	ZXDB	non_indicated
ALG2	bn	HIBCH	non_indicated
ZBTB4	bn	ARL4C	non_indicated
ZBTB4	bn	ELP3	non_indicated
MAPK1IP1L	bn	PUM1	non_indicated
MAPK1IP1L	bn	TGDS	non_indicated
MAPK1IP1L	bn	PRKD3	non_indicated
MAPK1IP1L	bn	FAM102B	non_indicated
CCDC117	bn	LOC100506732	non_indicated
CCDC117	bn	TMEM230	non_indicated
SPOPL	bn	CTBP2	non_indicated
SPOPL	bn	IFRD1	non_indicated
SPOPL	bn	RLF	non_indicated
SPOPL	bn	ZNF267	non_indicated
SPOPL	bn	GNB4	non_indicated
SPOPL	bn	FHDC1	non_indicated
ACBD5	bn	MIR4680	non_indicated
ACBD5	bn	CPNE8	non_indicated
BCAP29	bn	HPRT1	non_indicated
BCAP29	bn	ZNF124	non_indicated
C14orf101	bn	C2orf56	non_indicated
DCAF13	bn	AIMP1	non_indicated
DCAF13	bn	MTIF2	non_indicated
DCAF13	bn	RIOK2	non_indicated
DCAF13	bn	TPRKB	non_indicated
DCAF13	bn	GTPBP10	non_indicated
NAA30	bn	NANP	non_indicated
CAMTA1	bn	COPZ1	non_indicated
CAMTA1	bn	ALYREF	non_indicated
EPB41L4A-AS1	bn	LSM5	non_indicated
CEP95	bn	THOC1	non_indicated
CEP95	bn	LOC100506076	non_indicated
CEP95	bn	ERMN	non_indicated
GNB4	bn	SRGAP2P1	non_indicated
FLJ31306	bn	C1orf63	non_indicated
FLJ31306	bn	CCNL1	non_indicated
FLJ31306	bn	TAF1	non_indicated
FLJ31306	bn	ZNF776	non_indicated
ANKRD50	bn	LOC100506661	non_indicated
KLHDC5	bn	MTRR	non_indicated
KLHDC5	bn	NUP160	non_indicated
KLHDC5	bn	THUMPD2	non_indicated
KLHDC5	bn	NAA30	non_indicated
COQ10A	bn	LOC100653340	non_indicated
COQ10A	bn	SETD6	non_indicated
LTV1	bn	DDX1	non_indicated
LTV1	bn	C12orf4	non_indicated
TUBGCP6	bn	TPM2	non_indicated
TUBGCP6	bn	CAPS	non_indicated
MYSM1	bn	KCTD9	non_indicated
MYSM1	bn	HOOK3	non_indicated
COG6	bn	GPRIN3	non_indicated
COG6	bn	MRPL42	non_indicated
TSPAN33	bn	PARVB	non_indicated
DDI2	bn	HSP90B1	non_indicated
DDI2	bn	DOCK7	non_indicated
DDI2	bn	ZNF738	non_indicated
ZC4H2	bn	JRK	non_indicated
HNRNPU-AS1	bn	TTN-AS1	non_indicated
HNRNPU-AS1	bn	ACTG1P4	non_indicated
HNRNPU-AS1	bn	ATRX	non_indicated
HNRNPU-AS1	bn	PPIG	non_indicated
HNRNPU-AS1	bn	CBWD1	non_indicated
HNRNPU-AS1	bn	MALSU1	non_indicated
AGAP3	bn	ENG	non_indicated
MRPL54	bn	NDUFB7	non_indicated
MRPL54	bn	MRPL23	non_indicated
JAZF1	bn	KCNH2	non_indicated
JAZF1	bn	EMID1	non_indicated
JAZF1	bn	TAL1	non_indicated
TOP1MT	bn	FAM86B1	non_indicated
FBXO32	bn	TNFSF8	non_indicated
MTMR10	bn	NECAP1	non_indicated
MTMR10	bn	RSBN1L	non_indicated
MTMR10	bn	FBXO33	non_indicated
PHF17	bn	ZNF844	non_indicated
MMAB	bn	MRTO4	non_indicated
ZFYVE19	bn	PPP1R16A	non_indicated
NCEH1	bn	NIPSNAP3A	non_indicated
GNPNAT1	bn	GPR18	non_indicated
GNPNAT1	bn	C15orf41	non_indicated
NIPAL3	bn	TP73-AS1	non_indicated
NIPAL3	bn	LMO7	non_indicated
NIPAL3	bn	DNMT3A	non_indicated
TSEN54	bn	SBK1	non_indicated
TSEN54	bn	ZFYVE28	non_indicated
ATG16L2	bn	PPEF1	non_indicated
ATG16L2	bn	LPAR2	non_indicated
ATG16L2	bn	LOC100505933	non_indicated
ATG16L2	bn	LOC440900	non_indicated
AEBP2	bn	UBE2D2	non_indicated
AEBP2	bn	RFK	non_indicated
AEBP2	bn	FDX1	non_indicated
WDR54	bn	TCEA2	non_indicated
WDR54	bn	PTPRCAP	non_indicated
WDR54	bn	CD7	non_indicated
WDR54	bn	PVRIG	non_indicated
WDR54	bn	FXYD7	non_indicated
WDR54	bn	FAHD2A	non_indicated
WDR54	bn	1-Sep	non_indicated
WDR54	bn	ANXA2R	non_indicated
WDR54	bn	SIGIRR	non_indicated
LOC728743	bn	PCNXL2	non_indicated
TP53INP1	bn	PPM1H	non_indicated
TP53INP1	bn	RPP25	non_indicated
TP53INP1	bn	MSL1	non_indicated
TP53INP1	bn	ZBTB34	non_indicated
TP53INP1	bn	DDX59	non_indicated
C9orf72	bn	ADAM9	non_indicated
C9orf72	bn	NFKBIZ	non_indicated
LOC148413	bn	TFAM	non_indicated
LOC148413	bn	STIP1	non_indicated
LOC148413	bn	NDUFC2	non_indicated
LOC148413	bn	TNRC6A	non_indicated
ZNF655	bn	GOLGA8C	non_indicated
ZNF655	bn	PDK1	non_indicated
SAMD8	bn	FAM8A1	non_indicated
SAMD8	bn	ZFYVE16	non_indicated
SAMD8	bn	CD46	non_indicated
SAMD8	bn	DICER1	non_indicated
SAMD8	bn	ABHD3	non_indicated
SAMD8	bn	TBC1D23	non_indicated
SAMD8	bn	RNF145	non_indicated
C17orf89	bn	ATP5I	non_indicated
TMEM64	bn	PSMD12	non_indicated
HERC4	bn	ARID4A	non_indicated
HERC4	bn	UBR5	non_indicated
HERC4	bn	CHD1	non_indicated
NDNL2	bn	CCDC115	non_indicated
SLC25A23	bn	HMGA1	non_indicated
EIF3F	bn	TIMM9	non_indicated
ZNF12	bn	RAB11FIP2	non_indicated
ZNF12	bn	CCNT2	non_indicated
ZNF12	bn	ZNF180	non_indicated
ZNF12	bn	LYRM5	non_indicated
ZNF12	bn	PTAR1	non_indicated
ZNF12	bn	PCMTD1	non_indicated
ZNF12	bn	ZNF721	non_indicated
CD47	bn	IMPACT	non_indicated
CD47	bn	TMEM128	non_indicated
CD47	bn	SFT2D3	non_indicated
MAP2K7	bn	ZBTB49	non_indicated
COMMD1	bn	GRM5	non_indicated
COMMD1	bn	PHPT1	non_indicated
DIRC2	bn	LOC100129550	non_indicated
ACADSB	bn	GFPT1	non_indicated
CCDC132	bn	TAF5	non_indicated
MGAT4A	bn	CYLD	non_indicated
MGAT4A	bn	CPSF6	non_indicated
MGAT4A	bn	C2orf49	non_indicated
MRVI1	bn	F12	non_indicated
MRVI1	bn	RFX2	non_indicated
MAPK8	bn	TPK1	non_indicated
MAPK8	bn	VAPB	non_indicated
TMCO3	bn	MYL12A	non_indicated
TMCO3	bn	RAD23B	non_indicated
TMCO3	bn	PPFIA1	non_indicated
TMCO3	bn	SERPINB1	non_indicated
TMCO3	bn	AZI2	non_indicated
TMCO3	bn	TMEM169	non_indicated
FUK	bn	TMC6	non_indicated
RNF145	bn	SFT2D1	non_indicated
CBX5	bn	NAA25	non_indicated
CBX5	bn	RBM43	non_indicated
DCP1B	bn	LOC728802	non_indicated
RNF170	bn	ZNF302	non_indicated
RNF141	bn	UBE2J1	non_indicated
PTAR1	bn	TWF1	non_indicated
PTAR1	bn	ITSN2	non_indicated
ZNF385A	bn	PLD3	non_indicated
ZNF385A	bn	RPS6KA4	non_indicated
ZNF385A	bn	RNH1	non_indicated
ZNF385A	bn	SLC2A6	non_indicated
ZNF385A	bn	EIF4EBP1	non_indicated
ZNF385A	bn	NARR	non_indicated
ZNF385A	bn	SLC27A1	non_indicated
ZNF385A	bn	VSIG10L	non_indicated
TIFA	bn	LACTB	non_indicated
TIFA	bn	IL1B	non_indicated
PCMTD1	bn	ALCAM	non_indicated
PCMTD1	bn	THAP5	non_indicated
CHD7	bn	CCND3	non_indicated
ALKBH3	bn	EXOSC9	non_indicated
BROX	bn	TLE4	non_indicated
CCDC149	bn	NLRP3	non_indicated
CRYZL1	bn	TCTE3	non_indicated
CRYZL1	bn	RFX5	non_indicated
CRYZL1	bn	FKTN	non_indicated
CRYZL1	bn	LOC100506831	non_indicated
TTC7B	bn	LIMS1	non_indicated
FAM160B1	bn	METTL21D	non_indicated
FAM160B1	bn	AMN1	non_indicated
FAM160B1	bn	ATF6	non_indicated
SLC30A6	bn	NLRC4	non_indicated
SLC30A6	bn	ITGAM	non_indicated
SLC30A6	bn	MYO10	non_indicated
SLC30A6	bn	DLC1	non_indicated
SLC30A6	bn	OSTalpha	non_indicated
ZBTB9	bn	METTL16	non_indicated
USP42	bn	KLHL6	non_indicated
USP42	bn	NFKB2	non_indicated
USP42	bn	MOV10	non_indicated
SOCS4	bn	N4BP2L1	non_indicated
SOCS4	bn	PNRC2	non_indicated
SOCS4	bn	RNF219	non_indicated
SOCS4	bn	STT3B	non_indicated
WDR36	bn	ASUN	non_indicated
WDR36	bn	BRMS1L	non_indicated
WDR36	bn	TWISTNB	non_indicated
GSK3B	bn	KDM3B	non_indicated
CHAMP1	bn	S100A7	non_indicated
CHAMP1	bn	MTPAP	non_indicated
CHAMP1	bn	GEMIN5	non_indicated
CHAMP1	bn	PHACTR4	non_indicated
IL7R	bn	DSEL	non_indicated
IL7R	bn	ADAM23	non_indicated
KIAA1432	bn	LOC644242	non_indicated
KIAA1432	bn	ATG3	non_indicated
KIAA1432	bn	RNF217	non_indicated
KIAA1432	bn	FGL2	non_indicated
PTRHD1	bn	HIST1H4A	non_indicated
PTRHD1	bn	PRICKLE4	non_indicated
PLEKHA1	bn	API5	non_indicated
PLEKHA1	bn	DYRK2	non_indicated
PLEKHA1	bn	BAMBI	non_indicated
PLEKHA1	bn	METAP1	non_indicated
PLEKHA1	bn	PTER	non_indicated
PLEKHA1	bn	KIAA1430	non_indicated
PLEKHA1	bn	GRPEL2	non_indicated
PLEKHA1	bn	ZNF260	non_indicated
PLEKHA1	bn	TP53RK	non_indicated
SNX30	bn	KLF10	non_indicated
SNX30	bn	TBC1D9	non_indicated
ASXL2	bn	ADNP	non_indicated
ASXL2	bn	MAP3K7	non_indicated
ASXL2	bn	RTF1	non_indicated
ASXL2	bn	SH3BP2	non_indicated
ASXL2	bn	ATL3	non_indicated
ASXL2	bn	LOC283357	non_indicated
ZBTB33	bn	LOC389834	non_indicated
AMN1	bn	CLK4	non_indicated
AMN1	bn	CSGALNACT1	non_indicated
EXOC6	bn	SRPK1	non_indicated
EXOC6	bn	GGH	non_indicated
EXOC6	bn	PTEN	non_indicated
EXOC6	bn	BCL2A1	non_indicated
EXOC6	bn	ZNF230	non_indicated
EXOC6	bn	SULT1B1	non_indicated
EXOC6	bn	ENTPD1	non_indicated
EXOC6	bn	SASH1	non_indicated
EXOC6	bn	DIRC2	non_indicated
QSER1	bn	MEF2C	non_indicated
QSER1	bn	NCBP1	non_indicated
RCAN3	bn	C12orf66	non_indicated
RCAN3	bn	ABLIM1	non_indicated
RCAN3	bn	ITGA6	non_indicated
RCAN3	bn	TBC1D4	non_indicated
RCAN3	bn	BCL2	non_indicated
RCAN3	bn	PKIA	non_indicated
RCAN3	bn	NR3C2	non_indicated
RCAN3	bn	CD28	non_indicated
RCAN3	bn	ITK	non_indicated
RCAN3	bn	KANK1	non_indicated
RCAN3	bn	HOOK1	non_indicated
RCAN3	bn	KLHL3	non_indicated
RCAN3	bn	SIKE1	non_indicated
RCAN3	bn	RPL22	non_indicated
RCAN3	bn	RGMB	non_indicated
RCAN3	bn	PPAPDC2	non_indicated
RCAN3	bn	ARMCX5-GPRASP2	non_indicated
RCAN3	bn	LOC439949	non_indicated
RCAN3	bn	VSIG1	non_indicated
CLCN5	bn	MS4A14	non_indicated
COL4A3BP	bn	ATP8B4	non_indicated
COL4A3BP	bn	ZNF780A	non_indicated
BNIP2	bn	LYPLA1	non_indicated
BNIP2	bn	AP5M1	non_indicated
BNIP2	bn	FAM217B	non_indicated
POC1B	bn	C5	non_indicated
POC1B	bn	HNRNPA1	non_indicated
BDP1	bn	ZNF621	non_indicated
BDP1	bn	RANBP2	non_indicated
BDP1	bn	FEM1B	non_indicated
BDP1	bn	ZNF451	non_indicated
BDP1	bn	LOC100287515	non_indicated
BDP1	bn	ORMDL1	non_indicated
BDP1	bn	ZNF655	non_indicated
BDP1	bn	PHC3	non_indicated
FAM91A1	bn	STK38L	non_indicated
FAM91A1	bn	ZFC3H1	non_indicated
FAM91A1	bn	RNF19A	non_indicated
FAM91A1	bn	OMA1	non_indicated
HIPK3	bn	7-Mar	non_indicated
HIPK3	bn	VTA1	non_indicated
LYSMD3	bn	MOB4	non_indicated
LYSMD3	bn	RAB8B	non_indicated
LYSMD3	bn	GNA13	non_indicated
FAM133B	bn	HNRNPD	non_indicated
FAM133B	bn	C14orf135	non_indicated
RPS6KA3	bn	TMF1	non_indicated
TMEM55A	bn	FAM45A	non_indicated
TMEM55A	bn	KIAA0232	non_indicated
ZMAT1	bn	PLAG1	non_indicated
ZMAT1	bn	SPDYE1	non_indicated
ARL5B	bn	MAPK6	non_indicated
FUT11	bn	IPP	non_indicated
FUT11	bn	DSTN	non_indicated
FUT11	bn	ZBTB38	non_indicated
JMY	bn	C7orf23	non_indicated
JMY	bn	HMGN4	non_indicated
JMY	bn	PDS5A	non_indicated
JMY	bn	LOC401397	non_indicated
JMY	bn	SLC26A2	non_indicated
JMY	bn	ZBTB33	non_indicated
JMY	bn	CCDC75	non_indicated
LACTB	bn	KYNU	non_indicated
LACTB	bn	ERI1	non_indicated
LACTB	bn	CPSF2	non_indicated
SHPRH	bn	ZNF708	non_indicated
KLHL15	bn	ATF1	non_indicated
KLHL15	bn	NDFIP1	non_indicated
LMTK2	bn	GNS	non_indicated
LMTK2	bn	CAPNS2	non_indicated
LMTK2	bn	STX11	non_indicated
LOC100506748	bn	BTBD7	non_indicated
ARL14EP	bn	NAA15	non_indicated
PPAPDC1B	bn	MTSS1	non_indicated
PPAPDC1B	bn	CR2	non_indicated
PPAPDC1B	bn	ELL3	non_indicated
RSBN1L	bn	ARHGAP15	non_indicated
RSBN1L	bn	IL1A	non_indicated
RSBN1L	bn	APPL2	non_indicated
TCEA3	bn	ATP8A2	non_indicated
TCEA3	bn	TOP1MT	non_indicated
TCEA3	bn	NBEA	non_indicated
TCEA3	bn	ZNF662	non_indicated
TCEA3	bn	OBSCN	non_indicated
RASA2	bn	RBMS1	non_indicated
RASA2	bn	ELL2	non_indicated
HOOK3	bn	TUBGCP3	non_indicated
LOC100505937	bn	COCH	non_indicated
LOC100505937	bn	CPNE3	non_indicated
LOC100505937	bn	EAPP	non_indicated
LOC100505937	bn	SEC22B	non_indicated
ARRDC1	bn	PSRC1	non_indicated
ARRDC1	bn	DGAT1	non_indicated
ARRDC1	bn	PHKA2	non_indicated
FLJ44342	bn	C1orf204	non_indicated
CAPS	bn	DOM3Z	non_indicated
CAPS	bn	GRAPL	non_indicated
CLIP4	bn	WASL	non_indicated
RELL1	bn	MPZL1	non_indicated
RELL1	bn	LPIN2	non_indicated
RELL1	bn	MYO5C	non_indicated
RNF157	bn	CCR7	non_indicated
RASSF4	bn	SLC43A3	non_indicated
RASSF4	bn	UBXN11	non_indicated
MAP3K2	bn	ARFIP1	non_indicated
MAP3K2	bn	UBASH3B	non_indicated
CEP120	bn	POT1	non_indicated
CEP120	bn	HAUS3	non_indicated
CEP120	bn	7-Sep	non_indicated
CEP120	bn	TAF1D	non_indicated
CEP120	bn	ZDHHC21	non_indicated
9-Mar	bn	ZNF575	non_indicated
9-Mar	bn	LPCAT3	non_indicated
9-Mar	bn	TMEM201	non_indicated
PIK3AP1	bn	TCF7L2	non_indicated
PIK3AP1	bn	TNFSF13B	non_indicated
C3orf58	bn	ZEB2	non_indicated
C3orf58	bn	SPG20	non_indicated
C3orf58	bn	TMED7	non_indicated
GGT7	bn	LOC100505865	non_indicated
PPIL4	bn	RBBP8	non_indicated
VPRBP	bn	RBM45	non_indicated
VPRBP	bn	LEO1	non_indicated
VSIG10	bn	WSB2	non_indicated
MTERFD2	bn	TPTE2P5	non_indicated
TMCC3	bn	PPP4R1	non_indicated
TMCC3	bn	ALOX5AP	non_indicated
TMCC3	bn	PRKDC	non_indicated
TMCC3	bn	SLC12A7	non_indicated
TMCC3	bn	HECW2	non_indicated
ZCCHC7	bn	USP6NL	non_indicated
ZCCHC7	bn	ZNF532	non_indicated
PHC3	bn	PIGA	non_indicated
HEATR5A	bn	LOC100506935	non_indicated
HEATR5A	bn	THAP6	non_indicated
FAM175A	bn	INIP	non_indicated
STK17B	bn	ARL6IP6	non_indicated
MTX3	bn	ZC3H14	non_indicated
MTX3	bn	PMS1	non_indicated
MTX3	bn	AMIGO2	non_indicated
MTX3	bn	DDX5	non_indicated
MTX3	bn	MTR	non_indicated
MTX3	bn	MFSD8	non_indicated
MTX3	bn	ZNF253	non_indicated
FBXO30	bn	THOC7	non_indicated
SBK1	bn	C9orf117	non_indicated
LOC389834	bn	LOC100233156	non_indicated
FAM102B	bn	DUSP10	non_indicated
ANKS6	bn	LOC100507376	non_indicated
LOC100506965	bn	GTF3A	non_indicated
NDUFV3	bn	LHPP	non_indicated
TGFBR3	bn	SMAD7	non_indicated
TGFBR3	bn	KLRB1	non_indicated
TGFBR3	bn	SYTL2	non_indicated
METTL10	bn	RAD17	non_indicated
METTL10	bn	CLCC1	non_indicated
METTL10	bn	MSANTD2	non_indicated
METTL10	bn	MYO9A	non_indicated
METTL10	bn	SEC22A	non_indicated
RAB8B	bn	SSR1	non_indicated
RAB8B	bn	SHOC2	RASopathy_gene
RAB8B	bn	KRAS	RASopathy_gene
RAB8B	bn	SELT	non_indicated
RAB8B	bn	RBM7	non_indicated
RAB8B	bn	STARD3NL	non_indicated
RAB8B	bn	FBXO30	non_indicated
ANKRD44	bn	USP33	non_indicated
ANKRD44	bn	THAP5	non_indicated
RPS6KB1	bn	USO1	non_indicated
RPS6KB1	bn	TTC14	non_indicated
ANKRD10	bn	LOC595101	non_indicated
TBC1D20	bn	KLHDC8A	non_indicated
SHISA4	bn	TAC3	non_indicated
IKZF5	bn	SPAST	non_indicated
IKZF5	bn	BBS10	non_indicated
IKZF5	bn	KLF3	non_indicated
CISD2	bn	TRAK2	non_indicated
CISD2	bn	FAM20B	non_indicated
CISD2	bn	DNAJC6	non_indicated
CISD2	bn	ISCA1	non_indicated
CISD2	bn	PSME4	non_indicated
CISD2	bn	CLIC2	non_indicated
CISD2	bn	SLC14A1	non_indicated
NAPRT1	bn	C8orf73	non_indicated
FOXN2	bn	UEVLD	non_indicated
FOXN2	bn	SLC44A1	non_indicated
FOXN2	bn	ZDHHC20	non_indicated
FOXK1	bn	TGS1	non_indicated
FOXK1	bn	ATP8B2	non_indicated
FOXK1	bn	ZNF498	non_indicated
FOXK1	bn	SIPA1L3	non_indicated
AMIGO1	bn	HAR1A	non_indicated
AMIGO1	bn	PIK3IP1	non_indicated
AMIGO1	bn	ZNF416	non_indicated
AMIGO1	bn	FITM2	non_indicated
AMIGO1	bn	LOC100507547	non_indicated
FAM20C	bn	SIGLEC16	non_indicated
MBOAT2	bn	SLC22A4	non_indicated
CISD3	bn	ABI3	non_indicated
SLC27A1	bn	ZCCHC24	non_indicated
PFKFB2	bn	FLT3	non_indicated
PFKFB2	bn	NSUN7	non_indicated
SAR1B	bn	ATP1B1	non_indicated
SAR1B	bn	ITGB1	non_indicated
SLFN11	bn	BCL2L2	non_indicated
METTL16	bn	BBS9	non_indicated
IFIT2	bn	USP25	non_indicated
IFIT2	bn	LYSMD2	non_indicated
MBTPS2	bn	RHBDD1	non_indicated
ZNF827	bn	OGG1	non_indicated
ATP8B2	bn	MYC	non_indicated
ATP8B2	bn	CALM1	non_indicated
ATP8B2	bn	EIF4B	non_indicated
ATP8B2	bn	UXS1	non_indicated
ATP8B2	bn	LBH	non_indicated
ATP8B2	bn	DCP1A	non_indicated
ATP8B2	bn	HAUS2	non_indicated
LMBRD2	bn	ATG5	non_indicated
LMBRD2	bn	PDIK1L	non_indicated
SLC25A30	bn	ASCC3	non_indicated
SLC25A30	bn	ATP10D	non_indicated
SLC25A30	bn	NUDT19	non_indicated
TWISTNB	bn	SPATA7	non_indicated
ATP11C	bn	SMC4	non_indicated
ATP11C	bn	RWDD3	non_indicated
ATP11C	bn	ZBTB26	non_indicated
MBTD1	bn	WAPAL	non_indicated
MBTD1	bn	C2orf49	non_indicated
AIDA	bn	DENND4A	non_indicated
FITM2	bn	COX11	non_indicated
FITM2	bn	EARS2	non_indicated
FITM2	bn	ERCC1	non_indicated
ZFP1	bn	C12orf32	non_indicated
FAM46C	bn	UBE2H	non_indicated
FAM46C	bn	WDR26	non_indicated
FAM46C	bn	TMEM200B	non_indicated
FAM46C	bn	MBNL3	non_indicated
PHACTR4	bn	C3orf38	non_indicated
LSM11	bn	CROCCP2	non_indicated
LSM11	bn	HPGD	non_indicated
H2AFY	bn	CCND3	non_indicated
H2AFY	bn	PELI1	non_indicated
BMP2K	bn	TOP1	non_indicated
BMP2K	bn	EVI5	non_indicated
GXYLT1	bn	PPM1L	non_indicated
MEGF6	bn	ANKRD6	non_indicated
DOCK11	bn	STAG1	non_indicated
DOCK11	bn	CEP350	non_indicated
DOCK11	bn	NEMF	non_indicated
DOCK11	bn	EXOC1	non_indicated
DOCK11	bn	FAM82A1	non_indicated
HLA-DOA	bn	QRSL1	non_indicated
HVCN1	bn	DTX4	non_indicated
GRPEL2	bn	THEMIS	non_indicated
GRPEL2	bn	PFN2	non_indicated
GRPEL2	bn	RRP15	non_indicated
GRPEL2	bn	TC2N	non_indicated
ANAPC4	bn	TIGD1	non_indicated
ANAPC4	bn	PNN	non_indicated
ANAPC4	bn	ZNF673	non_indicated
ANAPC4	bn	FAM111A	non_indicated
ANAPC4	bn	MTRF1	non_indicated
ANAPC4	bn	ZNF83	non_indicated
ANAPC4	bn	NAPB	non_indicated
ANAPC4	bn	MTERFD3	non_indicated
ANAPC4	bn	HNRNPU-AS1	non_indicated
ANAPC4	bn	FRA10AC1	non_indicated
UBR1	bn	GDAP1	non_indicated
ACPL2	bn	CACHD1	non_indicated
CPEB2	bn	MIER1	non_indicated
CPEB2	bn	FCHO2	non_indicated
ACVRL1	bn	MARVELD1	non_indicated
C2orf49	bn	C14orf135	non_indicated
C2orf49	bn	PPHLN1	non_indicated
EAF1	bn	SLC17A5	non_indicated
ZBTB41	bn	SEC23IP	non_indicated
KIF1B	bn	PRO2852	non_indicated
MTR	bn	ATP6V0A2	non_indicated
NFATC2	bn	SLAMF6	non_indicated
NFATC2	bn	CBLB	non_indicated
NFATC2	bn	TNIK	non_indicated
NFATC2	bn	LPIN1	non_indicated
NFATC2	bn	FYN	non_indicated
NFATC2	bn	PYHIN1	non_indicated
NFATC2	bn	FUT11	non_indicated
NFATC2	bn	IKZF3	non_indicated
NFATC2	bn	PCSK7	non_indicated
NFATC2	bn	PPP3CC	non_indicated
RNPC3	bn	RPS16P5	non_indicated
RNPC3	bn	INPP5D	non_indicated
RNPC3	bn	LOC727820	non_indicated
