source	interaction_type	target
KIAA1704	bn	CNOT6L
KIAA1704	bn	MRPL45P2
ROPN1L	bn	TP53I11
ROPN1L	bn	CDA
ROPN1L	bn	FLOT1
ABI3	bn	SLC47A1
ABI3	bn	ASCL2
FAM160A2	bn	ODZ1
HCST	bn	TMEM106C
HCST	bn	IDH2
HCST	bn	LOC148413
SLC25A39	bn	DNAJB2
SLC25A39	bn	EPB49
SLC25A39	bn	ASCC2
SLC25A39	bn	SFRP2
SLC25A39	bn	PCGF5
TMEM234	bn	KIAA0513
TMEM234	bn	RAB43
HEMGN	bn	CDC42BPA
ZNF607	bn	CREB3L4
GPBP1	bn	LOC283508
GPBP1	bn	ST8SIA4
PCBD2	bn	XPNPEP3
PCBD2	bn	N6AMT1
ZNF256	bn	ZNF418
ZRANB2	bn	KTN1
ZRANB2	bn	TIA1
ZRANB2	bn	USP1
ZRANB2	bn	BTAF1
ZRANB2	bn	TMEM41B
ZRANB2	bn	ATP8A1
ZRANB2	bn	SACS
ZRANB2	bn	CCDC91
ZRANB2	bn	TMEM168
ZRANB2	bn	TRMT13
ZRANB2	bn	LUC7L3
ZRANB2	bn	FAM122B
ZRANB2	bn	ECHDC1
ZRANB2	bn	GOPC
ZRANB2	bn	CREBZF
ZRANB2	bn	ATP11C
ZRANB2	bn	MIR3685
ZRANB2	bn	ARGLU1
ZRANB2	bn	DENR
ACRBP	bn	SCGB1C1
ACRBP	bn	AQP10
ACRBP	bn	PDLIM1
ACRBP	bn	LOC100130938
ACRBP	bn	SPOCD1
ACRBP	bn	PDZK1IP1-AS1
TTYH2	bn	PEA15
TTYH2	bn	TBL2
C2orf88	bn	CTDSP2
C2orf88	bn	MSI2
LOC100133130	bn	PMS2P5
GPR84	bn	CENPO
GPR84	bn	METTL7B
SNHG12	bn	WRAP53
SNHG12	bn	ADAT2
SNHG12	bn	TRNAU1AP
CNTNAP3	bn	MAK
CNTNAP3	bn	LOC441402
CNTNAP3	bn	LOC643792
NDUFS3	bn	NDUFAB1
NDUFS3	bn	UCHL3
NDUFS3	bn	AK2
NDUFS3	bn	MRPL15
NDUFS3	bn	UTP11L
NDUFS3	bn	C3orf14
NDUFS3	bn	MRPS23
NDUFS3	bn	PTRHD1
RGS18	bn	ERGIC2
RSF1	bn	PHF3
FGFBP2	bn	GZMB
FGFBP2	bn	HOPX
FGFBP2	bn	SLC1A7
SCD	bn	LOC100652751
MOV10	bn	PSME2
MOV10	bn	FTSJD2
MOV10	bn	GALM
MOV10	bn	BTN3A3
TTC25	bn	LTBP2
MGC11082	bn	LOC100506459
GALNT2	bn	TFCP2L1
KCNK7	bn	FLJ35390
KCNK7	bn	SIPA1L1
KCNK7	bn	PROC
KCNH7	bn	TRIM25
ACAD9	bn	PDHA1
ACAD9	bn	P2RX4
ACAD9	bn	MTG1
ACAD9	bn	TMCO7
FBXO31	bn	CCDC86
FBXO31	bn	POLR3D
FBXO31	bn	SMYD5
FBXO31	bn	PVRIG
RNF123	bn	TFR2
INTS2	bn	ACTL6A
INTS2	bn	DDHD2
INTS2	bn	NUP107
INTS2	bn	EPT1
INTS2	bn	ZNF558
INTS2	bn	RAP1GDS1
DDX20	bn	ZKSCAN4
DGAT2	bn	TGM3
MRPL27	bn	ZNF593
MRPL27	bn	RPP40
MRPL27	bn	NDUFA13
MRPL27	bn	MRPL14
CARD6	bn	HPSE
HINT2	bn	DNAJC30
HINT2	bn	LOC100130093
VTA1	bn	SEC23B
AGPAT9	bn	5-Mar
AGPAT9	bn	SKAP2
HECTD1	bn	ITPR1
HECTD1	bn	FAM199X
HECTD1	bn	POC5
HECTD1	bn	L3MBTL3
UBQLN4	bn	ANXA6
UBQLN4	bn	CD4
UBQLN4	bn	IFFO2
UBQLN4	bn	ZNF691
CXXC5	bn	B3GNT7
CXXC5	bn	FAM43A
POLR2J4	bn	SPDYE2
LOC100507645	bn	MALAT1
XIST	bn	TSIX
CGGBP1	bn	ARHGAP12
SRP68	bn	SAMM50
SRP68	bn	DNMT1
SRP68	bn	TRAM2
SRP68	bn	UTP3
SRP68	bn	DPAGT1
SRP68	bn	TUBGCP4
SRP68	bn	NAT10
SRP68	bn	UQCC
SRP68	bn	SMARCAL1
SRP68	bn	IL27RA
SRP68	bn	RPUSD4
SNHG1	bn	FN1
SNHG1	bn	SEPT7P2
SNHG1	bn	ZNF783
DNAJC5	bn	EHD1
DNAJC5	bn	SIGLEC5
DNAJC5	bn	UNC5A
PTBP3	bn	CXCL1
PTBP3	bn	SLC40A1
TBC1D14	bn	MTHFS
TBC1D14	bn	ACOX1
TBC1D14	bn	SNORD89
C15orf63	bn	ZNF137P
C15orf63	bn	OST4
LMAN1	bn	PPP2R1B
LMAN1	bn	SLC16A1
GPATCH4	bn	TRMT6
GPATCH4	bn	C12orf65
SPPL3	bn	ERVK3-1
FYTTD1	bn	AASDHPPT
FYTTD1	bn	GNPTAB
FYTTD1	bn	NUP54
FYTTD1	bn	CASD1
FYTTD1	bn	IER3IP1
FYTTD1	bn	FAM199X
FYTTD1	bn	C1orf131
FYTTD1	bn	PPP2R5E
FGD5-AS1	bn	KLHL24
KIF5B	bn	GALNT1
KIF5B	bn	BIRC2
KIF5B	bn	FPGT
KIF5B	bn	EFR3A
KIF5B	bn	ZNF292
KIF5B	bn	USP32P2
KIF5B	bn	FAR1
KIF5B	bn	FOXN2
KIF5B	bn	GABPA
KIF5B	bn	LOC100506848
KIF5B	bn	SNX14
NSMCE1	bn	MGC16275
NSMCE1	bn	MRPL41
NSMCE1	bn	C1orf228
TTYH3	bn	ANXA2
MESDC2	bn	ZNF17
MESDC2	bn	CACYBP
MESDC2	bn	FANCF
MESDC2	bn	SHQ1
GNA12	bn	EGR1
LOC100653329	bn	LRRC37A
LOC100653329	bn	ARL17A
LOC100653329	bn	LRRC37A2
FAM210B	bn	LOC729870
FAM210B	bn	LOC728190
FAM210B	bn	CR1L
UHMK1	bn	UBE2E1
UHMK1	bn	C11orf57
UHMK1	bn	MAPK1IP1L
UHMK1	bn	ZC3H13
PPP1R15B	bn	RAD21
PPP1R15B	bn	WDR47
PPP1R15B	bn	LARP4B
PPP1R15B	bn	VPS4B
PPP1R15B	bn	KIAA2018
PPP1R15B	bn	SLU7
ESYT2	bn	BDH2
ESYT2	bn	EID2
STT3B	bn	CBX3
STT3B	bn	SUCLA2
STT3B	bn	UTP14C
STT3B	bn	ATP5L
STT3B	bn	HSP90AA1
STT3B	bn	PTPLB
STT3B	bn	CSTF2T
STT3B	bn	UHMK1
STT3B	bn	ZBTB41
STT3B	bn	CLOCK
STT3B	bn	HNRPLL
STT3B	bn	KBTBD8
PARP14	bn	NUB1
PARP14	bn	GLS
PARP14	bn	PARP9
PARP14	bn	TAP2
PARP14	bn	IFIT3
PARP14	bn	SAMD9L
TMEM167A	bn	GALC
TMEM167A	bn	DNAJC25
CYSTM1	bn	RAB32
CDC42SE2	bn	RDH5
MKI67IP	bn	BRIX1
MIR4647	bn	CD3G
C12orf57	bn	RPS5
C12orf57	bn	NDUFS5
C12orf57	bn	PITPNA-AS1
WDR75	bn	ZNF195
WDR75	bn	RABGGTB
WDR75	bn	TIAM1
WDR75	bn	GNL3
WDR75	bn	MAN1A2
WDR75	bn	NR1D2
WDR75	bn	GCFC1-AS1
MIB1	bn	IQGAP2
MIB1	bn	SPRTN
HMGB1	bn	HIGD1A
CYBASC3	bn	LILRA4
CYBASC3	bn	FAM110A
CCAR1	bn	ZNF326
C5orf43	bn	PDCL
C5orf43	bn	MINPP1
C5orf43	bn	RDX
C5orf43	bn	NHLRC3
C5orf43	bn	TBCEL
C5orf43	bn	C8orf44-SGK3
IMPAD1	bn	TRA2B
IMPAD1	bn	MTX2
IMPAD1	bn	PTP4A2
IMPAD1	bn	MED20
IMPAD1	bn	PRKCI
IMPAD1	bn	SSR3
IMPAD1	bn	NRAS
IMPAD1	bn	CEBPG
IMPAD1	bn	CCDC117
IMPAD1	bn	FBXO22
UBE2Q2	bn	UGDH
UBE2Q2	bn	SMC2
UBE2Q2	bn	CDKN2AIP
UBE2Q2	bn	MIS12
UBE2Q2	bn	MRPL42
UBE2Q2	bn	FYTTD1
UBE2Q2	bn	TMPO
UBE2Q2	bn	NUS1
UBE2Q2	bn	DDX46
C7orf73	bn	GALNT10
C7orf73	bn	RNF10
C7orf73	bn	SRRD
C7orf73	bn	TAL1
C7orf73	bn	JAZF1
C7orf73	bn	C17orf109
CDCA5	bn	MKI67
SP1	bn	ZNF652
TM9SF3	bn	FBXO28
TM9SF3	bn	SKIV2L2
TM9SF3	bn	RANBP6
TM9SF3	bn	COMMD2
TM9SF3	bn	TTC28-AS1
C12orf23	bn	NET1
C12orf23	bn	PEX12
C12orf23	bn	ZNF204P
MSL1	bn	FCGR3A
TAOK1	bn	TNNT1
TAOK1	bn	MED23
TAOK1	bn	TMEM33
RBM17	bn	ZBED4
RBM17	bn	IARS2
MLLT6	bn	ITPR3
MLLT6	bn	NFATC2IP
DCAF12	bn	SPTA1
DCAF12	bn	ADIPOR1
DCAF12	bn	SELK
DCAF12	bn	RAB2B
TGFBR1	bn	STRN3
TGFBR1	bn	C9orf72
HIBADH	bn	TCEAL8
WASL	bn	ANKRD13C
WASL	bn	UTP23
DPP7	bn	RASSF7
DPP7	bn	RANBP9
SORT1	bn	C1QC
ABHD14B	bn	TAB1
ABHD14B	bn	ZNF554
MYLK	bn	NEXN
MYLK	bn	MEIS1
MYLK	bn	PDGFA
MYLK	bn	TNFSF4
MYLK	bn	RHOBTB1
MYLK	bn	STON2
MYLK	bn	C8orf42
UBTD2	bn	CAMSAP2
CPEB4	bn	FBXL5
CPEB4	bn	HIPK1
ETS1	bn	WEE1
ETS1	bn	SUCLG2
ETS1	bn	CYFIP2
TP53INP2	bn	CDH2
FKBP5	bn	ZBTB16
FKBP5	bn	B4GALT4
LOC100506060	bn	FAM13A
SLAIN2	bn	APPBP2
SLAIN2	bn	SECISBP2L
SLAIN2	bn	REST
SLAIN2	bn	DENND1B
CDK6	bn	BCL2
CDK6	bn	CISH
CDK6	bn	IKZF4
TTC17	bn	ZNF354B
TTC17	bn	CCNA2
TTC17	bn	TRAF3IP2-AS1
ATAD1	bn	CASP8AP2
ATAD1	bn	ZCCHC7
FAR1	bn	STX7
MRPS25	bn	EIF2B3
MRPS25	bn	C16orf95
DANCR	bn	PDCD2L
C5orf24	bn	RBM15
C5orf24	bn	HSPA13
C5orf24	bn	PTPN11
C5orf24	bn	CEP85L
C9orf123	bn	LOC100289098
ACSS1	bn	SLFN13
ACSS1	bn	SCRN1
ACSS1	bn	ADARB1
EPT1	bn	PGM3
EPT1	bn	LOC100506343
CIRH1A	bn	TMEM223
WDR26	bn	PIP5K1B
ANO6	bn	APP
ANO6	bn	SIAE
PREX1	bn	C1orf98
PREX1	bn	STS
PREX1	bn	TTC26
PREX1	bn	ERGIC1
PREX1	bn	LOC643072
TIMM50	bn	HSD17B10
TIMM50	bn	PROSC
TIMM50	bn	FARSA
TIMM50	bn	MRPS2
TIMM50	bn	COMMD1
MGST1	bn	IDH1
MGST1	bn	ETFA
MGST1	bn	RNASE4
MGST1	bn	SCPEP1
MGST1	bn	MS4A4A
SETD7	bn	EMP1
SETD7	bn	MAFB
TMEM173	bn	DPP3
CHCHD10	bn	AKR7A2
CCDC115	bn	PCNA
RNF26	bn	LANCL2
RNF26	bn	ZDHHC4
RNF26	bn	CYP4F22
NUFIP2	bn	ATXN7
NUFIP2	bn	SLC25A29
C18orf32	bn	CD58
SLC26A2	bn	NEDD1
SLC26A2	bn	SEC23IP
SLC26A2	bn	CLASP2
SLC26A2	bn	HACE1
UGCG	bn	HLTF
UGCG	bn	EIF4E3
UGCG	bn	LOC338758
CCDC104	bn	POLR3B
CCDC104	bn	ZNF567
SCARB2	bn	RIN2
SCARB2	bn	FUT4
SCARB2	bn	EPB41L3
SCARB2	bn	CLCN5
SCARB2	bn	CLDN23
SCARB2	bn	SLITRK4
SCARB2	bn	SAMHD1
SCARB2	bn	CERS6
NRAS	bn	ARMCX1
NRAS	bn	TMEM64
SUMF2	bn	ZNF563
SUMF2	bn	EMC1
TMEM205	bn	RAB11B-AS1
TMEM205	bn	C20orf27
TMEM205	bn	SPHK1
G3BP1	bn	NUP205
G3BP1	bn	DDHD2
G3BP1	bn	NUCKS1
G3BP1	bn	NOL9
G3BP1	bn	NAA40
CCDC14	bn	SLC11A2
CCDC14	bn	GLMN
GOPC	bn	CD69
LOC550643	bn	UCP2
LOC550643	bn	NOP16
BOD1	bn	ZNF45
BOD1	bn	NT5C1B-RDH14
BOD1	bn	C12orf73
FNDC3B	bn	SYCP2
FNDC3B	bn	RBPJ
FNDC3B	bn	CDC42EP3
FNDC3B	bn	UGCG
TOMM5	bn	NDUFA6
LOC729020	bn	BARD1
TMEM203	bn	SNAPC5
TMEM203	bn	FTSJ2
TMEM203	bn	ZNF689
CNOT7	bn	G3BP2
CNOT7	bn	FAM60A
CNOT7	bn	CDC42SE2
CNOT7	bn	BTF3L4
CNOT7	bn	CD47
CNOT7	bn	FBXO3
SIPA1L2	bn	EPAS1
SIPA1L2	bn	STAT5B
SIPA1L2	bn	PGS1
UBL7	bn	FAM100A
UBL7	bn	TBC1D25
EXOC5	bn	CAPN7
FAM98B	bn	RALA
FOPNL	bn	C12orf23
FOPNL	bn	LOC100505687
UTRN	bn	FAM122C
HNRNPA2B1	bn	MBD4
OGFOD1	bn	RFTN1
OGFOD1	bn	HEATR8
ABI2	bn	ZBTB25
ABI2	bn	ARMCX5
TBC1D23	bn	ORC4
TBC1D23	bn	RAB22A
TBC1D23	bn	PNPLA8
TBC1D23	bn	SLC16A6
TMEM181	bn	SYNE1
FBXL3	bn	UBL3
FBXL3	bn	LMBRD1
BMPR2	bn	LCORL
NCOA5	bn	MTMR9
NCOA5	bn	NDNL2
GFM1	bn	PDHX
GFM1	bn	DLAT
GFM1	bn	ENY2
GFM1	bn	PDE12
GFM1	bn	TMEM48
GFM1	bn	TMEM209
GFM1	bn	NAPEPLD
GFM1	bn	CSTF2
ELOF1	bn	ICAM4
ELOF1	bn	IFRD2
ELOF1	bn	B4GALT3
ELOF1	bn	BACE2
ELOF1	bn	BABAM1
ELK4	bn	GSR
ELK4	bn	ZNF507
C16orf72	bn	C18orf32
MRAS	bn	EMR1
KIAA1967	bn	SMARCC2
PDK4	bn	SLC25A20
PPTC7	bn	RABGAP1L
PPTC7	bn	PDE4B
PPTC7	bn	SPAG1
PPTC7	bn	ZMIZ1
PPTC7	bn	TAGAP
FAM199X	bn	DYNC1LI2
SNHG8	bn	C17orf48
SKIL	bn	IMPA1
DRAM2	bn	GCNT2
CBL	bn	F11R
LOC100287789	bn	NCOA2
LOC100287789	bn	GALNT7
LOC100287789	bn	JKAMP
LOC100130093	bn	TIMM22
LOC100130093	bn	TYSND1
METTL2A	bn	FXN
MRPL32	bn	TAF9
MRPL32	bn	EEF1E1
RBMS1	bn	HIATL1
RBMS1	bn	DPP8
TMEM63B	bn	IGFBP2
TMEM63B	bn	AP2A1
PNKD	bn	SLC25A26
TMX3	bn	TIA1
TMX3	bn	CUL5
TMX3	bn	OPA1
TMX3	bn	ATAD1
TMX3	bn	ARL5B
TMX3	bn	MAN2A1
TMX3	bn	CHM
TMX3	bn	TAS2R14
FUT5	bn	CHCHD5
FUT5	bn	C10orf125
RBMX	bn	TOMM20
RBMX	bn	TNFAIP8
RBMX	bn	HMGN3
RBMX	bn	PDS5A
RBMX	bn	AGPAT5
RBMX	bn	ELK4
IVD	bn	PAQR7
IVD	bn	KLHL22
COMMD6	bn	COX7B
OCIAD2	bn	CHMP7
FAM104A	bn	COG1
FAM214A	bn	SS18L1
IGF1R	bn	LOC100233156
SCAF11	bn	ZEB1
SCAF11	bn	ATP2B1
SCAF11	bn	LEMD3
FAM45A	bn	SYNJ1
FAM45A	bn	FAM177A1
FAM45A	bn	FBXO33
SH3BGRL2	bn	GNG11
SH3BGRL2	bn	PPBP
SH3BGRL2	bn	C7orf41
SH3BGRL2	bn	CTTN
STK4	bn	HERPUD2
STK4	bn	NR3C1
STK4	bn	CXCR4
ZDHHC20	bn	PDSS1
ZDHHC20	bn	FAM105A
PGM2	bn	VEGFA
ESAM	bn	GNAZ
ESAM	bn	PF4
ESAM	bn	MGLL
ESAM	bn	ENKUR
PYGO2	bn	BAZ1B
PYGO2	bn	FMNL3
ZNF275	bn	STMN1
TSEN15	bn	FIGNL1
TSEN15	bn	ZFP1
TSEN15	bn	FAM165B
TMEM87B	bn	GK5
APOA1BP	bn	RUVBL2
APOA1BP	bn	YIF1A
APOA1BP	bn	MAD1L1
APOA1BP	bn	HINT2
GATC	bn	CUZD1
GATC	bn	ABHD2
GATC	bn	MTERFD2
GATC	bn	FAM210A
CSRP2BP	bn	PFAS
CSRP2BP	bn	METTL16
GTF2A1	bn	TNKS2
GTF2A1	bn	LOC646214
GTF2A1	bn	MIR3661
GTF2A1	bn	SDE2
BRWD1	bn	C5orf22
TADA1	bn	SYNJ2BP
TMEM128	bn	LOC283861
MIER1	bn	FOXN2
LRRC58	bn	LPAR6
ATE1	bn	FEM1B
KIAA1468	bn	PKD2
KIAA1468	bn	RBM25
KIAA1468	bn	AGGF1
KIAA1468	bn	TAPT1
KIAA1468	bn	SMAD9
OAF	bn	LILRB4
OAF	bn	SUSD1
OAF	bn	RASSF4
PPP4R2	bn	TNPO1
PPP4R2	bn	CAB39
PPP4R2	bn	TMEM70
PPP4R2	bn	LATS2
PPP4R2	bn	LONRF3
ANAPC7	bn	LOC400657
ANAPC7	bn	THAP2
AAK1	bn	TMEM50B
AAK1	bn	CDRT4
AAK1	bn	LOC100131096
AAK1	bn	LOC202781
KIAA1671	bn	HOXC4
KIAA1671	bn	EPB41L4A
MKLN1	bn	LCOR
CEBPG	bn	DCUN1D5
ACAP3	bn	C16orf79
ACAP3	bn	MYO15B
ACAP3	bn	CEACAM19
ACAP3	bn	PARVG
EEF2K	bn	RPS6KA2
SNHG6	bn	C4orf52
SNHG6	bn	ZNF383
CNST	bn	DAAM1
VMA21	bn	LINS
VMA21	bn	SET
VMA21	bn	HNRNPA0
VMA21	bn	H2AFV
VMA21	bn	LARP4
VMA21	bn	FAM69A
VMA21	bn	TTC19
VMA21	bn	MKL2
VMA21	bn	POGLUT1
VMA21	bn	FAM220A
VMA21	bn	WDR89
RASA3	bn	ARHGEF9
RASA3	bn	MPRIP
PAN3	bn	PPM1B
SLC41A1	bn	KIAA1609
CREB1	bn	PPTC7
ACAD11	bn	DDB2
ACAD11	bn	WNT10B
RWDD4	bn	MCFD2
PQLC3	bn	LIPA
PQLC3	bn	NFE2L3
PQLC3	bn	TMEM206
PQLC3	bn	SNTB1
MRPL50	bn	NUP37
FBXO25	bn	GTSF1
CREBZF	bn	KTN1
CREBZF	bn	CCDC132
GLIPR2	bn	CKLF
GLIPR2	bn	SERTAD3
GLIPR2	bn	LINC00152
SAAL1	bn	CXorf26
ODF2	bn	POLE3
SLAIN1	bn	CCND2
SLAIN1	bn	DBF4
SLAIN1	bn	SLC39A14
SLAIN1	bn	GIMAP6
SLAIN1	bn	ARMC1
SLAIN1	bn	PDIA3
SLAIN1	bn	ZXDB
ALG2	bn	HIBCH
ZBTB4	bn	ARL4C
ZBTB4	bn	ELP3
MAPK1IP1L	bn	PUM1
MAPK1IP1L	bn	TGDS
MAPK1IP1L	bn	PRKD3
MAPK1IP1L	bn	FAM102B
CCDC117	bn	LOC100506732
CCDC117	bn	TMEM230
SPOPL	bn	CTBP2
SPOPL	bn	IFRD1
SPOPL	bn	RLF
SPOPL	bn	ZNF267
SPOPL	bn	GNB4
SPOPL	bn	FHDC1
ACBD5	bn	MIR4680
ACBD5	bn	CPNE8
BCAP29	bn	HPRT1
BCAP29	bn	ZNF124
C14orf101	bn	C2orf56
DCAF13	bn	AIMP1
DCAF13	bn	MTIF2
DCAF13	bn	RIOK2
DCAF13	bn	TPRKB
DCAF13	bn	GTPBP10
NAA30	bn	NANP
CAMTA1	bn	COPZ1
CAMTA1	bn	ALYREF
EPB41L4A-AS1	bn	LSM5
CEP95	bn	THOC1
CEP95	bn	LOC100506076
CEP95	bn	ERMN
GNB4	bn	SRGAP2P1
FLJ31306	bn	C1orf63
FLJ31306	bn	CCNL1
FLJ31306	bn	TAF1
FLJ31306	bn	ZNF776
ANKRD50	bn	LOC100506661
KLHDC5	bn	MTRR
KLHDC5	bn	NUP160
KLHDC5	bn	THUMPD2
KLHDC5	bn	NAA30
COQ10A	bn	LOC100653340
COQ10A	bn	SETD6
LTV1	bn	DDX1
LTV1	bn	C12orf4
TUBGCP6	bn	TPM2
TUBGCP6	bn	CAPS
MYSM1	bn	KCTD9
MYSM1	bn	HOOK3
COG6	bn	GPRIN3
COG6	bn	MRPL42
TSPAN33	bn	PARVB
DDI2	bn	HSP90B1
DDI2	bn	DOCK7
DDI2	bn	ZNF738
ZC4H2	bn	JRK
HNRNPU-AS1	bn	TTN-AS1
HNRNPU-AS1	bn	ACTG1P4
HNRNPU-AS1	bn	ATRX
HNRNPU-AS1	bn	PPIG
HNRNPU-AS1	bn	CBWD1
HNRNPU-AS1	bn	MALSU1
AGAP3	bn	ENG
MRPL54	bn	NDUFB7
MRPL54	bn	MRPL23
JAZF1	bn	KCNH2
JAZF1	bn	EMID1
JAZF1	bn	TAL1
TOP1MT	bn	FAM86B1
FBXO32	bn	TNFSF8
MTMR10	bn	NECAP1
MTMR10	bn	RSBN1L
MTMR10	bn	FBXO33
PHF17	bn	ZNF844
MMAB	bn	MRTO4
ZFYVE19	bn	PPP1R16A
NCEH1	bn	NIPSNAP3A
GNPNAT1	bn	GPR18
GNPNAT1	bn	C15orf41
NIPAL3	bn	TP73-AS1
NIPAL3	bn	LMO7
NIPAL3	bn	DNMT3A
TSEN54	bn	SBK1
TSEN54	bn	ZFYVE28
ATG16L2	bn	PPEF1
ATG16L2	bn	LPAR2
ATG16L2	bn	LOC100505933
ATG16L2	bn	LOC440900
AEBP2	bn	UBE2D2
AEBP2	bn	RFK
AEBP2	bn	FDX1
WDR54	bn	TCEA2
WDR54	bn	PTPRCAP
WDR54	bn	CD7
WDR54	bn	PVRIG
WDR54	bn	FXYD7
WDR54	bn	FAHD2A
WDR54	bn	1-Sep
WDR54	bn	ANXA2R
WDR54	bn	SIGIRR
LOC728743	bn	PCNXL2
TP53INP1	bn	PPM1H
TP53INP1	bn	RPP25
TP53INP1	bn	MSL1
TP53INP1	bn	ZBTB34
TP53INP1	bn	DDX59
C9orf72	bn	ADAM9
C9orf72	bn	NFKBIZ
LOC148413	bn	TFAM
LOC148413	bn	STIP1
LOC148413	bn	NDUFC2
LOC148413	bn	TNRC6A
ZNF655	bn	GOLGA8C
ZNF655	bn	PDK1
SAMD8	bn	FAM8A1
SAMD8	bn	ZFYVE16
SAMD8	bn	CD46
SAMD8	bn	DICER1
SAMD8	bn	ABHD3
SAMD8	bn	TBC1D23
SAMD8	bn	RNF145
C17orf89	bn	ATP5I
TMEM64	bn	PSMD12
HERC4	bn	ARID4A
HERC4	bn	UBR5
HERC4	bn	CHD1
NDNL2	bn	CCDC115
SLC25A23	bn	HMGA1
EIF3F	bn	TIMM9
ZNF12	bn	RAB11FIP2
ZNF12	bn	CCNT2
ZNF12	bn	ZNF180
ZNF12	bn	LYRM5
ZNF12	bn	PTAR1
ZNF12	bn	PCMTD1
ZNF12	bn	ZNF721
CD47	bn	IMPACT
CD47	bn	TMEM128
CD47	bn	SFT2D3
MAP2K7	bn	ZBTB49
COMMD1	bn	GRM5
COMMD1	bn	PHPT1
DIRC2	bn	LOC100129550
ACADSB	bn	GFPT1
CCDC132	bn	TAF5
MGAT4A	bn	CYLD
MGAT4A	bn	CPSF6
MGAT4A	bn	C2orf49
MRVI1	bn	F12
MRVI1	bn	RFX2
MAPK8	bn	TPK1
MAPK8	bn	VAPB
TMCO3	bn	MYL12A
TMCO3	bn	RAD23B
TMCO3	bn	PPFIA1
TMCO3	bn	SERPINB1
TMCO3	bn	AZI2
TMCO3	bn	TMEM169
FUK	bn	TMC6
RNF145	bn	SFT2D1
CBX5	bn	NAA25
CBX5	bn	RBM43
DCP1B	bn	LOC728802
RNF170	bn	ZNF302
RNF141	bn	UBE2J1
PTAR1	bn	TWF1
PTAR1	bn	ITSN2
ZNF385A	bn	PLD3
ZNF385A	bn	RPS6KA4
ZNF385A	bn	RNH1
ZNF385A	bn	SLC2A6
ZNF385A	bn	EIF4EBP1
ZNF385A	bn	NARR
ZNF385A	bn	SLC27A1
ZNF385A	bn	VSIG10L
TIFA	bn	LACTB
TIFA	bn	IL1B
PCMTD1	bn	ALCAM
PCMTD1	bn	THAP5
CHD7	bn	CCND3
ALKBH3	bn	EXOSC9
BROX	bn	TLE4
CCDC149	bn	NLRP3
CRYZL1	bn	TCTE3
CRYZL1	bn	RFX5
CRYZL1	bn	FKTN
CRYZL1	bn	LOC100506831
TTC7B	bn	LIMS1
FAM160B1	bn	METTL21D
FAM160B1	bn	AMN1
FAM160B1	bn	ATF6
SLC30A6	bn	NLRC4
SLC30A6	bn	ITGAM
SLC30A6	bn	MYO10
SLC30A6	bn	DLC1
SLC30A6	bn	OSTalpha
ZBTB9	bn	METTL16
USP42	bn	KLHL6
USP42	bn	NFKB2
USP42	bn	MOV10
SOCS4	bn	N4BP2L1
SOCS4	bn	PNRC2
SOCS4	bn	RNF219
SOCS4	bn	STT3B
WDR36	bn	ASUN
WDR36	bn	BRMS1L
WDR36	bn	TWISTNB
GSK3B	bn	KDM3B
CHAMP1	bn	S100A7
CHAMP1	bn	MTPAP
CHAMP1	bn	GEMIN5
CHAMP1	bn	PHACTR4
IL7R	bn	DSEL
IL7R	bn	ADAM23
KIAA1432	bn	LOC644242
KIAA1432	bn	ATG3
KIAA1432	bn	RNF217
KIAA1432	bn	FGL2
PTRHD1	bn	HIST1H4A
PTRHD1	bn	PRICKLE4
PLEKHA1	bn	API5
PLEKHA1	bn	DYRK2
PLEKHA1	bn	BAMBI
PLEKHA1	bn	METAP1
PLEKHA1	bn	PTER
PLEKHA1	bn	KIAA1430
PLEKHA1	bn	GRPEL2
PLEKHA1	bn	ZNF260
PLEKHA1	bn	TP53RK
SNX30	bn	KLF10
SNX30	bn	TBC1D9
ASXL2	bn	ADNP
ASXL2	bn	MAP3K7
ASXL2	bn	RTF1
ASXL2	bn	SH3BP2
ASXL2	bn	ATL3
ASXL2	bn	LOC283357
ZBTB33	bn	LOC389834
AMN1	bn	CLK4
AMN1	bn	CSGALNACT1
EXOC6	bn	SRPK1
EXOC6	bn	GGH
EXOC6	bn	PTEN
EXOC6	bn	BCL2A1
EXOC6	bn	ZNF230
EXOC6	bn	SULT1B1
EXOC6	bn	ENTPD1
EXOC6	bn	SASH1
EXOC6	bn	DIRC2
QSER1	bn	MEF2C
QSER1	bn	NCBP1
RCAN3	bn	C12orf66
RCAN3	bn	ABLIM1
RCAN3	bn	ITGA6
RCAN3	bn	TBC1D4
RCAN3	bn	BCL2
RCAN3	bn	PKIA
RCAN3	bn	NR3C2
RCAN3	bn	CD28
RCAN3	bn	ITK
RCAN3	bn	KANK1
RCAN3	bn	HOOK1
RCAN3	bn	KLHL3
RCAN3	bn	SIKE1
RCAN3	bn	RPL22
RCAN3	bn	RGMB
RCAN3	bn	PPAPDC2
RCAN3	bn	ARMCX5-GPRASP2
RCAN3	bn	LOC439949
RCAN3	bn	VSIG1
CLCN5	bn	MS4A14
COL4A3BP	bn	ATP8B4
COL4A3BP	bn	ZNF780A
BNIP2	bn	LYPLA1
BNIP2	bn	AP5M1
BNIP2	bn	FAM217B
POC1B	bn	C5
POC1B	bn	HNRNPA1
BDP1	bn	ZNF621
BDP1	bn	RANBP2
BDP1	bn	FEM1B
BDP1	bn	ZNF451
