source	target
FCGR3A	HTRA3
FCGR3A	HK3
FCGR2C	HSPA6
FCGR2C	CSF2RB
FCGR3B	CSF3R
FCGR3B	CA9
RPL31P11	TAPT1-AS1
FCRLA	TCL1A
FCRLA	VPREB3
ATF6	FBXL5
ATF6	DIAPH2
OLFML2B	WTIP
UHMK1	CCSER2
UHMK1	GXYLT1
UHMK1	FRS2
UHMK1	INTS6
UHMK1	SPAST
UHMK1	SMEK2
UHMK1	AFTPH
UHMK1	ZFR
UHMK1	FAM172A
UHMK1	UFL1
UAP1	CITED4
UAP1	TUFT1
UAP1	CMAS
UAP1	STXBP6
UAP1	PLEK2
UAP1	FAM195B
UAP1	B4GALT4
UAP1	PRSS16
RGS5	FZD4
RGS5	MBNL2
RGS5	FKBP7
RGS5	IGFBP5
RGS5	CYYR1
RGS5	MBTPS2
MGST3	SUCLG1
MGST3	MGST2
ALDH9A1	NOA1
POGK	BCL9
POGK	ZNF142
POGK	RNF38
GPA33	ST14
CREG1	BPGM
RCSD1	SIGLEC10
RCSD1	INPP5D
ANKRD36BP1	SFT2D2
ANKRD36BP1	NHLRC2
ANKRD36BP1	OIP5-AS1
ANKRD36BP1	DNAJB14
SELL	PRRX1
SELL	BIN2
SELL	C16orf54
SELL	CD72
GORAB	GOLT1B
GORAB	COX18
PRRX1	RGS16
PRRX1	TGFB3
PRRX1	GPR176
PRRX1	CCL18
PRRX1	CHN1
PRRX1	NCF1B
PRRC2C	BAZ1A
PRRC2C	DCP1A
VAMP4	PCMTD1
SUCO	CLCN5
DARS2	MCCC2
KIAA0040	CBX5
KIAA0040	C12orf43
KIAA0040	CDV3
KIAA0040	PLEKHG1
SEC16B	MOGAT2
SEC16B	PUS10
SEC16B	PLAGL2
SEC16B	CCDC120
LOC730102	LOC440894
RALGPS2	SWAP70
RALGPS2	RAB30
ANGPTL1	ADAMDEC1
FAM20B	DBT
FAM20B	PARG
FAM20B	OIP5-AS1
FAM20B	PALB2
FAM20B	DNAJC21
TOR3A	DENND3
TOR1AIP2	NBAS
