GeneSymbol.src	GeneSymbol.dst
GLCE	DTX3
NUCB1	DTX3
FAM101B	DTX4
TK1	DTYMK
ARNTL	DUOX1
IGF2R	DUOX2
L11372	DUS1L
ARD1A	DUS2L
C16orf61	DUS2L
EVPL	DUS4L
ZCCHC8	DUS4L
CALCRL	DUSP1
CYR61	DUSP1
FOS	DUSP1
TC2N	DUSP10
FYB	DUSP12
HSPA14	DUSP12
JTB	DUSP12
CELSR2	DUSP13
FLNB	DUSP16
GBP1	DUSP2
GPR183	DUSP2
LIMD2	DUSP2
SIAH2	DUSP26
ACLY	DUSP3
MSH6	DUSP3
NBR1	DUSP3
DUSP6	DUSP4
KIF13B	DUSP4
MYBL1	DUSP4
PIP	DUSP4
SLC1A4	DUSP5
XBP1	DUSP5
KIF2C	DUSP6
EML2	DUSP7
FREQ	DUSP7
DUSP4	DUSP9
S100A9	DUSP9
THAP9	DUT
MCM10	DUX3
ZNF318	DUX3
CRYM	DVL2
CBX4	DVL3
SPRY2	DVL3
MCRS1	DYM
GCC2	DYNC1I2
KLHDC2	DYNC1I2
VPS26A	DYNC1LI1
MYH10	DYNC1LI2
DIXDC1	DYNC2H1
SFRS12	DYNC2H1
CD46	DYNC2LI1
FZD9	DYNC2LI1
NDUFA5	DYNC2LI1
U80773	DYNC2LI1
C2orf47	DYNLL1
TCEB1	DYNLL1
SLC35B1	DYNLL2
DNAJB12	DYNLRB1
EIF6	DYNLRB1
LRRC46	DYNLRB2
PSMB1	DYNLT1
UBE2K	DYNLT1
NDUFA5	DYNLT3
PAIP1	DYNLT3
SPAM1	DYRK1A
THOC5	DYRK1A
ZNF324	DYRK1B
RAP1B	DYRK2
RECQL	DYRK2
HMOX1	DYSF
KIAA1949	DYSF
LZTFL1	DYX1C1
CALD1	DZIP1
CHST3	DZIP1
DCN	DZIP1
PRKCDBP	DZIP1
TMEM143	DZIP1
CRK	DZIP3
ZNF839	DZIP3
GINS1	E2F1
TK1	E2F1
UBE2C	E2F1
KIF2C	E2F2
PKMYT1	E2F2
TYMS	E2F2
PTMA	E2F3
TAF11	E2F3
TIPIN	E2F3
TNNI2	E2F4
GTPBP4	E2F5
PTDSS1	E2F5
RAD51	E2F5
YWHAZ	E2F5
NCAPH	E2F7
CCNB2	E2F8
CDC25C	E2F8
TPX2	E2F8
CD38	EAF2
FCRL5	EAF2
POU2AF1	EAF2
AGA	EAPP
CGRRF1	EAPP
MTDH	EBAG9
RNF170	EBAG9
AOC3	EBF1
GRP	EBF4
PALM	EBF4
CD2	EBI3
CORO1A	EBI3
GPSM3	EBI3
MRPL3	EBNA1BP2
ZMPSTE24	EBNA1BP2
NDUFS1	EBP
TKT	EBP
UBE2C	EBP
ACSL4	ECHDC1
INADL	ECHDC2
KIF13B	ECHDC2
COL1A1	ECM1
LYAR	ECM1
THBS2	ECM1
ASPN	ECM2
COL14A1	ECM2
SPARC	ECM2
ZFPM2	ECM2
DLGAP5	ECT2
KIF11	ECT2
RACGAP1	ECT2
PRKCB	EDA
PTPRF	EDA
ADCY8	EDA2R
P4HB	EDC3
RANBP10	EDC4
PEX5	EDEM3
SIX3	EDEM3
ZBTB41	EDEM3
C9orf7	EDF1
RSBN1	EDF1
SOD1	EDF1
SURF1	EDF1
ASPN	EDIL3
COL10A1	EDIL3
GNS	EDIL3
PALLD	EDIL3
FOXA1	EDN1
GAS1	EDN1
EDN1	EDN2
SERPINH1	EDN2
MIA	EDN3
SOX10	EDN3
AEBP1	EDNRA
C20orf103	EDNRA
SPARC	EDNRA
TCF4	EDNRA
THBS2	EDNRA
CCL14	EDNRB
LYVE1	EDNRB
PROS1	EDNRB
BCLAF1	EEA1
RBM25	EEA1
PRPF4B	EED
HNRNPH1	EEF1A1
PCDHB7	EEF1A1
PHF3	EEF1A1
RPS8	EEF1A1
CDCA7	EEF1A2
ESR1	EEF1A2
HSPB1	EEF1A2
SFRP1	EEF1A2
RPL21	EEF1B2
RPL5	EEF1B2
RPS10	EEF1B2
RPS25	EEF1B2
RPS3A	EEF1B2
CCT2	EEF1D
RPL8	EEF1D
TCEB1	EEF1D
GLTSCR2	EEF2
ICA1	EEF2
RPL11	EEF2
RPS6	EEF2
UBXN6	EEF2
KIAA1324	EEF2K
PRDX2	EFCAB1
QPCT	EFCAB4A
AGBL3	EFCAB6
FETUB	EFCAB6
LEPR	EFEMP1
PROS1	EFEMP1
COL6A2	EFEMP2
LAMA4	EFEMP2
MRC2	EFEMP2
TGFB1I1	EFEMP2
MTMR6	EFHA1
HDGFL1	EFHA2
DPT	EFHC2
MYB	EFHD1
TTC39A	EFHD1
PIK3C2G	EFNA2
C4orf18	EFNA3
PAK4	EFNA3
MTHFR	EFNA5
PDAP1	EFNA5
ENC1	EFNB2
PKN2	EFNB2
ERGIC2	EFNB3
JAG2	EFNB3
GSPT1	EFR3A
MRPS28	EFR3A
TCEB1	EFR3A
LRRC40	EFR3B
NDRG2	EFR3B
RIMKLA	EFR3B
ZNF587	EFR3B
FOXJ3	EFS
SOX11	EFS
SOX4	EFS
ING1	EGF
PIP	EGF
FAM20A	EGFL6
GBP1	EGFL6
LY96	EGFL6
TIE1	EGFL7
PSMC1	EGFL8
SFRP1	EGFR
RPL41	EGLN1
HIF1A	EGLN3
MDM2	EGLN3
TGFBI	EGLN3
CYR61	EGR1
FOS	EGR1
FOSB	EGR1
TSHZ2	EGR1
UBE2A	EGR1
EGR1	EGR2
FMNL2	EGR2
GEM	EGR2
EGR1	EGR3
FOS	EGR3
TFF1	EGR3
VPREB3	EGR4
IQGAP1	EHBP1
LYVE1	EHBP1
HSPG2	EHBP1L1
LTBP3	EHBP1L1
GSPT1	EHD1
STK10	EHD1
DOCK1	EHD2
NCOA2	EHD2
TGFB1I1	EHD3
TNFSF10	EHF
KCTD1	EHHADH
MSH3	EHHADH
SOX9	EHHADH
STK3	EHHADH
YY1	EHHADH
SRPR	EHMT1
STIP1	EHMT1
ATF1	EID1
SNAP23	EID1
BAT2D1	EIF1
ETS2	EIF1
IMPA1	EIF1
ZNF318	EIF1
SUGT1	EIF1AD
NPM1	EIF1AX
NEFM	EIF1AY
TAF6L	EIF1AY
UBE2D1	EIF1AY
EID1	EIF1B
MYRIP	EIF1B
C2orf47	EIF2B2
PSMB2	EIF2B3
SPDEF	EIF2B4
BOP1	EIF2C2
PUF60	EIF2C2
CCNB1	EIF2S1
SPATA5L1	EIF2S1
C16orf87	EIF2S2
C20orf24	EIF2S2
DYNLRB1	EIF2S2
MAPRE1	EIF2S2
PF4V1	EIF2S2
PPP1CC	EIF2S2
PSMB7	EIF2S2
ARF1	EIF2S3
MTMR1	EIF2S3
RIOK3	EIF2S3
AAMP	EIF3B
FTSJ2	EIF3B
NOP2	EIF3B
PSMA7	EIF3B
SHFM1	EIF3B
NM_018543	EIF3C
RPL30	EIF3E
RPL37	EIF3EIP
RPL3	EIF3F
SEL1L	EIF3F
SOX14	EIF3F
GNB2L1	EIF3G
MRTO4	EIF3I
GLRA2	EIF3J
NCOA2	EIF3J
PIGF	EIF3J
NDUFB5	EIF3K
PRDX2	EIF3K
ZNF160	EIF3K
NPM1	EIF3M
PFDN4	EIF3M
PAK2	EIF4A1
RIMKLB	EIF4A2
GLTSCR2	EIF4B
IMPDH2	EIF4B
RPS23	EIF4B
HNRNPAB	EIF4E2
SULT1C4	EIF4E2
SURF4	EIF4E2
TBC1D7	EIF4E2
CHIC1	EIF4E3
CCNB2	EIF4EBP1
CENPN	EIF4EBP1
LSM1	EIF4EBP1
TRIP13	EIF4EBP1
DMXL1	EIF4EBP2
SNAP23	EIF4EBP2
LRIG1	EIF4EBP3
CCL14	EIF4G1
MAP4	EIF4G1
PCMTD2	EIF4G1
SMC3	EIF4G1
TOP1	EIF4G1
SPTBN1	EIF4G2
TSN	EIF4G2
VAMP3	EIF4G2
AF255792	EIF4G3
SBF1	EIF4G3
C14orf108	EIF5
CAPRIN1	EIF5
ARF1	EIF5A
MCL1	EIF5A
DUSP4	EIF5A2
SEC23A	EIF5A2
PKN2	EIF5B
WASL	EIF5B
YIF1A	EIF6
CHRNA4	ELA1
DPP6	ELA1
NTRK3	ELA1
CTGF	ELA3A
CD2AP	ELA3B
POU1F1	ELAC1
NM_025062	ELAC2
SLIT3	ELAC2
DNMT1	ELAVL1
NUTF2	ELAVL1
CATR1	ELAVL2
LEMD1	ELAVL2
PARVA	ELAVL2
EPB41L4B	ELAVL4
FBXL3	ELF1
RB1	ELF1
MCF2L	ELF3
OVOL2	ELF3
ACTR3	ELF4
GMIP	ELF4
GABRP	ELF5
A1CF	ELK1
C1S	ELK1
CAV1	ELK3
GNS	ELK4
VAMP3	ELK4
CD164	ELL2
TMED2	ELL2
ARF1	ELMO2
EXOC5	ELMO2
NM_018340	ELMO2
COG4	ELMO3
COL14A1	ELN
COL16A1	ELN
FBLN5	ELN
MED8	ELOVL1
P4HB	ELOVL1
AF245389	ELOVL2
PDZK1	ELOVL2
RBM24	ELOVL2
STC2	ELOVL2
C9orf7	ELOVL4
HABP4	ELOVL4
KLHDC10	ELOVL4
INADL	ELOVL5
XBP1	ELOVL5
KPNA2	ELOVL6
SLC39A6	ELP2
CALCRL	EMCN
DARC	EMCN
GPR116	EMCN
MFAP4	EMCN
MRPS12	EMG1
KRT7	EMID1
PHF15	EMID1
COL6A2	EMILIN1
NNMT	EMILIN1
PCOLCE	EMILIN1
SPON2	EMILIN1
EPHB1	EMILIN2
MCCC2	EML2
TBPL1	EML2
MOAP1	EML4
TXNDC1	EML4
GAS1	EMP1
COQ7	EMP2
NCF4	EMP3
PF4V1	EMR1
RAD1	EMR3
CAPN6	EMX1
DCN	EMX2
EFEMP2	EMX2
DPYSL3	EN1
MLPH	EN1
FOSL2	EN2
ZMAT5	EN2
CHML	ENAH
S100A11	ENAH
AP3D1	ENC1
JARID1A	ENC1
SCARB1	ENC1
C17orf90	ENDOG
COBRA1	ENDOG
PMPCA	ENDOG
EPHA7	ENDOGL1
SPOCK3	ENDOGL1
UGCG	ENDOGL1
ARF1	ENO1
GAPDH	ENO1
HIF1A	ENO1
HSPA8	ENO1
PGK1	ENO1
RAB31	ENO2
SFXN3	ENO2
HSPA9	ENOPH1
MRS2	ENOPH1
TMPO	ENOPH1
WDR12	ENOPH1
MED6	ENOSF1
ATG12	ENOX2
SLC13A1	ENOX2
XM_169434	ENOX2
COL4A1	ENPEP
KLF5	ENPP1
UGDH	ENPP1
CHRDL1	ENPP2
GIMAP6	ENPP2
C2orf83	ENPP3
PTGER4	ENPP3
ENPP5	ENPP4
USP1	ENPP4
CD46	ENPP5
CD46	ENSA
JTB	ENSA
SYPL1	ENSA
FAP	ENTPD1
KCTD12	ENTPD1
C17orf48	ENTPD2
PSIP1	ENTPD2
ZNF771	ENTPD2
STK4	ENTPD3
SEC14L5	ENTPD7
UBE2V2	ENY2
AMELY	EP300
PTBP1	EP400
FIP1L1	EP400NL
PNRC2	EP400NL
CDH5	EPAS1
COL15A1	EPAS1
ADAM15	EPB41
CLEC4M	EPB41
SLC13A1	EPB41
CCT4	EPB41L1
ZMYM2	EPB41L1
ITM2C	EPB41L2
SRGN	EPB41L3
VIPR2	EPB41L4A
TMEM38A	EPB41L4B
WARS	EPB41L4B
SNX1	EPB41L5
TRAK1	EPB41L5
TEKT3	EPC2
RRAGD	EPDR1
ADIPOQ	EPHA3
SPARC	EPHA3
SYNPO2L	EPHA3
GOLIM4	EPHA4
IFI16	EPHA4
RORA	EPHA4
SLC45A2	EPHA5
CDV3	EPHA7
IRF4	EPHA7
UGT8	EPHB1
SIRPA	EPHB2
WIPF1	EPHB2
ENO1	EPHB3
LAMB3	EPHB3
MYO10	EPHB4
CEBPB	EPHB6
HOXD12	EPHB6
NPDC1	EPHX1
C1orf21	EPHX2
KIF13B	EPHX2
NAT1	EPHX2
PCM1	EPHX2
QDPR	EPHX2
BCMO1	EPM2A
U63542	EPM2A
MT1H	EPN2
MYH8	EPN2
C17orf28	EPN3
CANT1	EPN3
LRRC59	EPN3
SPDEF	EPN3
TOB1	EPN3
C6orf103	EPO
HIF1A	EPO
KIAA1305	EPO
LHX1	EPO
XKRY	EPO
COX6B1	EPOR
PEX12	EPOR
FAM83H	EPPK1
ARF1	EPRS
BCLAF1	EPRS
RCAN3	EPRS
INADL	EPS15L1
MTCH2	EPS15L1
FAM13C1	EPS15L2
LRIG1	EPS15L2
ZNF80	EPS15L2
NM_015908	EPS8L1
PEX10	EPS8L1
SLC2A10	EPS8L1
GBP5	EPSTI1
IFIT3	EPSTI1
LCP2	EPSTI1
COL11A1	EPYC
MMP13	EPYC
CYTL1	ERAP1
DHFR	ERAP1
KCTD12	ERAP1
C1QA	ERAP2
GRB7	ERBB2
MCL1	ERBB2
PERLD1	ERBB2
SFRS12	ERBB2IP
GATA3	ERBB3
MOAP1	ERBB3
ESR1	ERBB4
GATA3	ERBB4
PRLR	ERBB4
TBC1D9	ERBB4
LOXL1	ERC2
RPL31	ERCC1
SLC48A1	ERCC2
ZNF324	ERCC4
BUB1	ERCC6L
DHFR	ERCC6L
KIF11	ERCC6L
TPX2	ERCC6L
AREG	EREG
GLRA3	EREG
ITIH2	EREG
KRT81	EREG
LARP1	ERF
GOLT1B	ERGIC2
IGFBP6	ERGIC2
PEX10	ERGIC3
SNRPB	ERGIC3
TTC8	ERLIN2
ACYP2	ERMAP
SYNC	ERMAP
MMD2	ERMN
CYTH1	ERN1
SFRS7	ERN1
IQSEC2	ERN2
NUMA1	ERO1LB
VEGFA	ERO1LB
ZKSCAN4	ERO1LB
AL137475	ERP29
DMD	ERRFI1
TPT1	ESD
PPIG	ESF1
C15orf42	ESPL1
KIF4A	ESPL1
SPAG5	ESPL1
UBE2C	ESPL1
AP1G1	ESR1
CA12	ESR1
MLPH	ESR1
TBC1D9	ESR1
U79293	ESR1
COMMD8	ESR2
SERPINB3	ESR2
PRICKLE4	ESRRA
BLZF1	ESRRB
HMGCS2	ESRRG
RAPGEF4	ESRRG
NDUFB5	ETF1
COX4I1	ETFB
NDUFB8	ETFB
C2orf56	ETFDH
UQCR	ETHE1
PIK3C2A	ETNK1
USP1	ETNK1
AFF3	ETNK2
FOSB	ETS2
CHST7	ETV1
FOXO1	ETV1
GLT8D2	ETV1
HEPH	ETV1
COMMD8	ETV2
DHFR	ETV2
NMU	ETV4
SLC38A6	ETV4
EIF4E2	ETV5
AGFG1	ETV6
KIF2C	ETV7
AEBP1	EVC
MRC2	EVC
SPARC	EVC
LASS4	EVI1
SCD5	EVI1
CD53	EVI2A
PTPRC	EVI2A
SEC62	EVI2A
A1CF	EVI5
LAPTM4B	EVI5
POLH	EVI5
ESR1	EVL
NAT1	EVL
U79293	EVL
C17orf90	EVPL
SMARCD2	EVPL
UBE2O	EVPL
FBXO38	EWSR1
TUBA1A	EWSR1
ASPM	EXO1
CCNA2	EXO1
DTL	EXO1
GINS1	EXO1
TPX2	EXO1
PRICKLE4	EXOC3
MED6	EXOC5
PICALM	EXOC5
VAMP3	EXOC5
NAT1	EXOC6
WAPAL	EXOC6
C1S	EXOC6B
WNT1	EXOC6B
JAG1	EXOC7
SNRP70	EXOC7
SYF2	EXOSC10
CSE1L	EXOSC2
STIP1	EXOSC2
BOP1	EXOSC4
CCT7	EXOSC4
RPL8	EXOSC4
IPO5	EXOSC5
PDCD5	EXOSC5
C1GALT1	EXT1
GZMK	EXTL1
PDLIM7	EYA1
TRIM31	EYA1
CHST3	EYA2
GAS1	EYA2
MYH10	EYA3
ODZ3	EYA4
SCD5	EYA4
EYA3	EZH1
GSTM4	EZH1
PDXK	EZH1
BUB1	EZH2
FBXO5	EZH2
HJURP	EZH2
MELK	EZH2
NCAPG	EZH2
BCLAF1	EZR
HTATSF1	EZR
KRT8P12	EZR
STIP1	EZR
NDOR1	F10
TMEM180	F10
MRPS16	F12
TIMM17A	F12
DPYSL3	F13A1
RECK	F13A1
SERPINF1	F13A1
DYNC1LI2	F13B
TNMD	F13B
SSPN	F2R
TAX1BP3	F2RL1
TNFAIP6	F2RL1
GAS7	F2RL2
SFTPB	F2RL2
SPARCL1	F2RL2
CHRNA1	F2RL3
PELO	F2RL3
COL14A1	F3
IGF1	F3
PER1	F3
SLAMF8	F5
TFF1	F7
CYP19A1	F9
KIAA0090	F9
COX4I1	FA2H
KLHL5	FA2H
IL5	FABP1
C20orf79	FABP2
CYP19A1	FABP2
SS18	FABP2
XM_209178	FABP2
B3GNT2	FABP3
CACNA1S	FABP3
ADIPOQ	FABP4
PLIN	FABP4
RBP4	FABP4
ANXA1	FABP5
FOXA1	FABP5
LDHB	FABP5
PCOLCE2	FABP5
TGFBI	FABP5
GNG12	FABP6
SLC31A1	FABP6
TBRG4	FABP6
BBOX1	FABP7
C4orf7	FABP7
LOR	FABP7
PHGDH	FABP7
MYH7	FADD
DLGAP5	FADS1
FADS2	FADS1
DHCR7	FADS2
FADS1	FADS2
SH3BGRL3	FADS3
CDC20	FAF1
MRPL37	FAF1
C6orf106	FAF2
MAML1	FAF2
C1QA	FAHD2A
CLCA1	FAIM
PIP	FAIM2
TFAP2B	FAIM2
CD37	FAIM3
PTPRC	FAIM3
NKX3-2	FAM101A
TUBB6	FAM101A
NID2	FAM101B
SH3PXD2A	FAM101B
CYBRD1	FAM105A
FGL2	FAM105A
PEX5	FAM105A
CREB3L2	FAM105B
FNDC3B	FAM105B
AQP1	FAM107A
CRYAB	FAM107A
PRPS2	FAM108C1
TMPO	FAM108C1
CLSTN2	FAM110B
TBX3	FAM110B
AFF3	FAM110C
ECT2	FAM111B
KIF14	FAM111B
PRM1	FAM115A
STEAP1	FAM119B
NM_018543	FAM120A
PRPF4	FAM120A
TPTE	FAM120A
CTSK	FAM120C
LHX5	FAM120C
PRIM2	FAM120C
SPAG9	FAM120C
SNX1	FAM122A
CLDN5	FAM124B
ZNF423	FAM124B
FAM119B	FAM125B
ANXA1	FAM126A
PROS1	FAM126A
OPA3	FAM128B
HBEGF	FAM129A
PER3	FAM129A
C6orf103	FAM12A
NUDT6	FAM12A
TNFRSF21	FAM12B
BAT1	FAM130A2
PGK1	FAM130A2
CLDN8	FAM131B
PLEKHG3	FAM131B
ANLN	FAM132B
SULT2A1	FAM133A
ESR1	FAM134B
LTBP1	FAM134B
SMEK1	FAM135A
RPL15	FAM13B1
NPHS1	FAM13C1
MAB21L1	FAM149A
RPL29	FAM149A
TACC3	FAM149A
TPX2	FAM149A
AW971248	FAM149B1
HABP4	FAM149B1
IFNA8	FAM149B1
SPHKAP	FAM150B
PIP5K1A	FAM152A
PPFIBP1	FAM152A
EIF6	FAM153A
HOMER3	FAM153A
AF052146	FAM155A
THBS2	FAM155A
GINS1	FAM155B
KIT	FAM155B
CCT7	FAM158A
BIN3	FAM160B2
C16orf3	FAM160B2
TENC1	FAM160B2
RPL24	FAM162A
C17orf91	FAM163A
PTPN2	FAM163A
ENO2	FAM164C
CCL19	FAM169A
NDUFA5	FAM169A
TRPV6	FAM169A
FMNL2	FAM171A1
RGMA	FAM171A1
SCD5	FAM171B
TLK1	FAM171B
MYBL2	FAM172A
C16orf33	FAM173A
BRF1	FAM174B
CENPF	FAM174B
RAB17	FAM174B
SPSB1	FAM176A
TMEFF1	FAM176A
AF245389	FAM176B
HIF1A	FAM176B
IGFBP4	FAM176B
DMXL1	FAM179B
FPGT	FAM179B
LZTFL1	FAM179B
ASPSCR1	FAM182A
COPZ2	FAM19A5
C1R	FAM20A
LILRB2	FAM20A
POGK	FAM20B
PDIA4	FAM21C
TNFRSF25	FAM24B
BATF2	FAM26F
CCL5	FAM26F
FANCG	FAM29A
LAX1	FAM30A
SLC7A5	FAM38A
IDH2	FAM38B
NCF4	FAM38B
SLIT2	FAM38B
STK32B	FAM38B
CYP2J2	FAM3B
LIN7A	FAM3B
CAPZA2	FAM3C
HFE	FAM40B
PPIG	FAM44A
GALNT10	FAM46B
VTCN1	FAM46B
CLCN5	FAM46C
IGJ	FAM46C
IGLL3	FAM46C
TBRG4	FAM48A
CLIC2	FAM49A
RUNX3	FAM49A
SERPING1	FAM49A
DERL1	FAM49B
ILF2	FAM49B
MTFR1	FAM49B
TFEC	FAM49B
ZNF160	FAM49B
GRP	FAM53B
BUB1	FAM54A
AGTR1	FAM55C
CYBRD1	FAM55C
NM_017694	FAM55C
SIDT1	FAM55C
ARD1A	FAM58A
MYO10	FAM59A
NR2F1	FAM59A
RIPK4	FAM59A
RBM38	FAM59B
GRIA2	FAM5B
SEMA6A	FAM5B
APOD	FAM5C
GCHFR	FAM5C
NACA2	FAM5C
BRF2	FAM63B
PTMA	FAM63B
AURKB	FAM64A
CCNB2	FAM64A
CCR7	FAM65B
TOX	FAM65B
WIPF1	FAM65B
ADH1C	FAM69A
KCTD12	FAM70A
PTGER4	FAM70A
HSD17B10	FAM71E1
PHF3	FAM73A
BMP7	FAM76A
PAPPA2	FAM76A
CMYA5	FAM82B
MTDH	FAM82B
C2orf24	FAM83E
CEACAM6	FAM83E
ZC3H3	FAM83H
DSP	FAM84A
RASEF	FAM84B
CLDN3	FAM86C
XM_291643	FAM86C
KIAA0494	FAM8A1
LYSMD3	FAM8A1
MTDH	FAM91A2
RAD21	FAM91A2
C16orf61	FAM96B
COX4NB	FAM96B
MCTS1	FAM98A
BLM	FANCA
KARS	FANCA
MCM6	FANCA
ZNF367	FANCC
TSG101	FANCF
EZH2	FANCG
RNASEH2A	FANCG
BUB1B	FANCI
PRC1	FANCI
CDH11	FAP
COL10A1	FAP
COL5A2	FAP
GLT8D2	FAP
POSTN	FAP
C1orf21	FAR2
KYNU	FAR2
PMM2	FAR2
AK021609	FARS2
SFRS3	FARS2
DHPS	FARSA
HSPD1	FARSA
LSM4	FARSA
PRKCSH	FARSA
YWHAZ	FARSA
DKC1	FARSB
SERPING1	FAS
CCL5	FASLG
EPS8L1	FASN
FAM30A	FASN
UBE2O	FASTK
CDH3	FAT
KRT17	FAT2
SOX10	FAT2
RPS21	FAU
CRISPLD2	FBLN1
DCN	FBLN1
FBLN2	FBLN1
PCOLCE	FBLN1
ADAMTS2	FBLN2
COL14A1	FBLN2
CRISPLD2	FBLN2
LRP1	FBLN2
MMP2	FBLN2
MRC2	FBLN2
C1S	FBLN5
DCN	FBLN5
LAMA2	FBLN5
PDGFRA	FBLN5
CDH11	FBN1
COL3A1	FBN1
COL5A2	FBN1
FBLN1	FBN1
C18orf1	FBN2
NUCB2	FBN2
ACY1	FBP1
FOXA1	FBP1
REEP6	FBP1
TBC1D9	FBP1
ALS2CL	FBP2
SRPK1	FBXL10
GNL3L	FBXL14
BIN1	FBXL18
CALM1	FBXL18
POU4F3	FBXL18
MED1	FBXL20
UBL3	FBXL3
ZBTB44	FBXL3
CASP8AP2	FBXL4
CCNDBP1	FBXL5
EID1	FBXL5
ITM2B	FBXL5
FKBP8	FBXL8
RRBP1	FBXL8
MCF2L2	FBXO11
SOX4	FBXO11
KIF13B	FBXO16
DZIP1	FBXO17
FOXA1	FBXO17
APLP1	FBXO2
C12orf29	FBXO21
GGT5	FBXO22
ARL5A	FBXO24
THBS1	FBXO24
SNRPE	FBXO28
RASSF4	FBXO3
C11orf9	FBXO31
CCNB2	FBXO31
COX5A	FBXO31
HMGN4	FBXO31
ENO1	FBXO32
TRIM29	FBXO32
NM_015908	FBXO38
RBM39	FBXO38
C9orf27	FBXO4
ODAM	FBXO4
RGPD5	FBXO4
A1CF	FBXO40
RBM8A	FBXO40
ZFP3	FBXO40
BAT3	FBXO41
FOXJ3	FBXO42
SLC35E2	FBXO42
RFC4	FBXO45
AURKB	FBXO5
HDAC2	FBXO5
KIF15	FBXO5
MAD2L1	FBXO5
RACGAP1	FBXO5
SPC25	FBXO5
CRIP2	FBXO9
P4HB	FBXO9
SORD	FBXO9
RBM25	FBXW4P1
ZNF609	FBXW4P1
MYBPH	FBXW8
RAB40A	FBXW8
FBXO4	FCAR
IL26	FCAR
PCNP	FCAR
TNFRSF17	FCAR
ABCA8	FCER1A
COL14A1	FCER1A
MEOX2	FCER1A
MFAP4	FCER1A
C1QB	FCER1G
BCLAF1	FCF1
POGZ	FCF1
CX3CR1	FCGBP
GSTT2	FCGBP
UBE2S	FCGBP
CD14	FCGR2A
FCGR3B	FCGR2A
TLR1	FCGR2A
ALOX5AP	FCGR2C
HLA-DRA	FCGR2C
STXBP6	FCGR2C
CD86	FCGR3B
TLR2	FCGR3B
TMEM100	FCGR3B
NUCB1	FCGRT
CYBRD1	FCHO1
GRK6	FCHO1
LDHB	FCHO1
RAPGEF6	FCHO2
UBL3	FCHO2
HGD	FCN2
AF245389	FCN3
CD19	FCRL2
PRKCE	FCRL4
ZNF280C	FCRL4
POU2AF1	FCRL5
DAP3	FDPS
ILF2	FDPS
PDXK	FDPS
LAMP2	FDX1
MDH1	FDX1
HIPK3	FECH
NARG2	FEM1B
PGK1	FEM1B
SNAP23	FEM1B
CCNB1	FEN1
MAD2L1	FEN1
ORC6L	FEN1
UBE2C	FEN1
CDH11	FER
ELOVL4	FER
VPS53	FER
RND2	FER1L4
CUZD1	FER1L5
FOXA1	FERMT1
KRT5	FERMT1
DCN	FERMT2
PMP22	FES
TIE1	FES
GAD2	FETUB
GHRHR	FEZF2
STAMBPL1	FEZF2
ZFP2	FEZF2
PDZRN3	FFAR2
UBE2S	FFAR2
GPR132	FFAR3
ASB4	FGA
FEM1B	FGA
MREG	FGA
TLL1	FGA
FGG	FGB
IL26	FGB
LBP	FGB
RET	FGB
PGAM5	FGD1
PGR	FGD3
ACTA2	FGF1
DHODH	FGF1
ACBD4	FGF10
GCNT1	FGF13
TACSTD1	FGF13
TSPAN8	FGF13
MS4A3	FGF14
NR4A2	FGF14
CALML4	FGF16
LGI1	FGF16
CROCC	FGF17
KLF6	FGF17
COMP	FGF18
DLGAP5	FGF18
PODN	FGF18
SFRP4	FGF18
MALL	FGF2
NTRK2	FGF2
PAK7	FGF2
PROS1	FGF2
AK026856	FGF21
BRAP	FGF21
GAD2	FGF21
CYP27A1	FGF22
IL15	FGF23
SIAH1	FGF3
CPA1	FGF8
ID4	FGF9
SFRP1	FGF9
AGTR1	FGFBP1
KRT1	FGFBP1
LY6D	FGFBP1
SLC34A2	FGFBP1
KRT1	FGFBP2
PCOLCE2	FGFBP2
COL6A3	FGFR1
IL17RC	FGFR1
RAB23	FGFR1
RBM8A	FGFR1OP
NUCB1	FGFR2
PCSK6	FGFR2
ZMYM6	FGFR2
CASP1	FGFR3
U79293	FGFR3
PMAIP1	FGFR4
SPDEF	FGFR4
FGB	FGG
KRT2	FGG
LBP	FGG
SCG3	FGL1
ARHGAP15	FGL2
CD48	FGL2
EVI2B	FGL2
GMFG	FGL2
PTPRC	FGL2
ARRB2	FGR
MR1	FGR
ARF1	FH
TIMM17A	FH
ADIPOQ	FHL1
AOC3	FHL1
DCN	FHL1
ECM2	FHL1
GPX3	FHL1
MEOX2	FHL1
PLIN	FHL1
GNG12	FHL2
RAB31	FHL2
CAV1	FHL5
CCL14	FHL5
COQ9	FHOD1
CHST3	FHOD3
COL8A2	FHOD3
LMOD1	FHOD3
TAGLN	FHOD3
NDUFA13	FIBP
OLIG2	FICD
RAB11B	FICD
PRIM2	FIG4
ABCA8	FIGF
ADH1A	FIGF
EDN3	FIGF
KCNE1	FIGF
B3GNT5	FIGN
ANGPTL2	FILIP1L
SEC24B	FIP1L1
U32581	FIP1L1
WHSC1	FIP1L1
BAT2D1	FIS1
GNB2	FIS1
SKP1	FIS1
FHL2	FJX1
MAFF	FJX1
COPZ2	FKBP10
NM_006455	FKBP10
COL5A1	FKBP14
TAPT1	FKBP14
GGH	FKBP15
PICALM	FKBP15
NUP205	FKBP1A
IRS2	FKBP1B
TGFB1I1	FKBP1B
AP3D1	FKBP2
FASN	FKBP2
SIP1	FKBP3
POLR3K	FKBP4
