GeneSymbol.src	GeneSymbol.dst
RNASEH2A	MRPL12
SLC25A19	MRPL12
COPS5	MRPL13
POLR2K	MRPL13
ATAD2	MRPL15
RNF114	MRPL15
RRS1	MRPL15
WDSOF1	MRPL15
STK3	MRPL16
DSN1	MRPL17
MRPS16	MRPL17
RAD51AP1	MRPL17
FKBP8	MRPL2
XM_209178	MRPL20
CLINT1	MRPL22
LSM3	MRPL22
NDUFS6	MRPL22
MRPL17	MRPL23
NPAL3	MRPL23
POLH	MRPL28
MCTS1	MRPL3
CAPZA2	MRPL33
ACP1	MRPL35
KIAA0090	MRPL35
MTCH2	MRPL37
IMPA2	MRPL4
CCDC40	MRPL40
TSN	MRPL41
HSPA14	MRPL42
MOBKL1B	MRPL42
BECN1	MRPL45
PSMB3	MRPL45
HNRNPC	MRPL46
CDC2	MRPL47
CACYBP	MRPL9
VTCN1	MRPL9
NM_016646	MRPS11
THRAP3	MRPS11
ZNF652	MRPS11
CCDC9	MRPS12
ECM1	MRPS12
MRPL12	MRPS12
PSMD8	MRPS12
RETN	MRPS12
JTB	MRPS14
TIMM17A	MRPS14
RPA3	MRPS16
C11orf48	MRPS17
CALCOCO1	MRPS17
H2AFV	MRPS17
POLD2	MRPS17
FIBP	MRPS18A
C6orf54	MRPS18B
YY1	MRPS18B
ITM2A	MRPS18C
MMP13	MRPS18C
GPR85	MRPS22
TBRG4	MRPS24
TMEM70	MRPS28
IVD	MRPS30
SLC39A6	MRPS30
TPRG1	MRPS30
PEX5	MRPS31
SYF2	MRPS31
FTSJ2	MRPS33
SSBP1	MRPS33
HAGH	MRPS34
NR2F6	MRPS35
CDC45L	MRPS5
GPS1	MRPS7
SAP30BP	MRPS7
STRA13	MRPS7
ACTL6A	MRS2
HSPE1	MRS2
MTHFD2	MRS2
POLR2K	MRS2
TBC1D7	MRS2
DKC1	MRTO4
POLR3G	MRTO4
CCR7	MS4A1
CD247	MS4A1
IGHM	MS4A1
PAX5	MS4A1
TNFRSF4	MS4A12
CPA3	MS4A2
EIF3B	MS4A3
EPHA5	MS4A3
NM_017694	MS4A3
OCLM	MS4A3
C1QA	MS4A4A
CD163	MS4A4A
CTSL1	MS4A4A
GRSF1	MS4A4A
SRGN	MS4A4A
ARHGAP11A	MS4A5
FCER1G	MS4A6A
FAM105A	MS4A7
ARHGAP11A	MS4A8B
SERPINF1	MSC
FANCG	MSH5
MYD88	MSH5
PRICKLE4	MSH5
GMPS	MSH6
GRSF1	MSH6
HSP90AB1	MSH6
ITGB8	MSH6
MCM6	MSH6
RFC3	MSH6
AGFG1	MSL3L2
CASD1	MSLN
GATA3	MSLN
KLRC3	MSLN
AGR2	MSMB
CPB1	MSMB
DUX3	MSMB
NM_207306	MSMB
C1R	MSN
DHX38	MSN
KIAA1949	MSN
GLT8D2	MSRB3
TTLL3	MST1
MTX1	MSTO1
MPHOSPH9	MSTP9
NPAT	MSTP9
FOXA1	MSX2
SEMA3C	MSX2
GLUL	MT1E
MT1F	MT1E
MT1G	MT1E
MT1G	MT1F
MT1P2	MT1F
MT1X	MT1F
GORASP2	MT1G
KRT86	MT1G
MT1G	MT1H
MT1X	MT1H
HSPB2	MT1M
SFRP1	MT1M
MT1X	MT1P2
SMARCA2	MT1P2
MT1G	MT1X
MT1F	MT2A
KCNK13	MT4
ICOS	MTA2
VAMP3	MTA2
NR2E3	MTA3
ENO1	MTAP
GART	MTAP
ITGB8	MTAP
PIK3R5	MTAP
BUB1	MTCH2
CCT6A	MTCH2
FAM44A	MTCH2
H2AFZ	MTCH2
MPZL1	MTCH2
TMEM183A	MTCH2
CDIPT	MTCP1
L11372	MTCP1
INTS8	MTDH
MCART1	MTDH
TBK1	MTERF
WDR3	MTERF
CASC1	MTERFD2
AKIRIN1	MTF1
SERBP1	MTF2
POLR2C	MTFR1
TCEB1	MTFR1
GINS1	MTHFD1
MCM2	MTHFD1
SNW1	MTHFD1
MSN	MTHFD1L
DKC1	MTHFD2
HJURP	MTHFD2
TMEM143	MTHFR
EYA3	MTHFSD
MYB	MTL5
TM9SF3	MTM1
TNIP3	MTM1
DAZAP2	MTMR1
NCOA2	MTMR1
ARHGAP19	MTMR10
NDUFA13	MTMR10
PPP2R5D	MTMR11
ARPC2	MTMR2
CEP170	MTMR2
TLK2	MTMR4
DDN	MTMR6
C1orf21	MTMR7
C20orf79	MTMR7
PUS7L	MTMR7
KIF18A	MTMR9
DGKA	MTNR1A
AMY1A	MTRF1
ZBTB44	MTRF1
DHX34	MTRF1L
EIF2S3	MTRF1L
LRP2	MTRF1L
PSG1	MTRF1L
EFR3A	MTSS1
ETV1	MTSS1
FAM91A2	MTSS1
BMPR2	MTTP
LTC4S	MTTP
ARHGEF15	MTUS1
ASAH1	MTUS1
C20orf30	MTUS1
NOTCH2	MTUS1
JTB	MTX1
INTS12	MTX2
NDUFB3	MTX2
ERBB2IP	MTX3
MALAT1	MTX3
CD46	MUC1
CRAT	MUC1
NAT1	MUC1
LRRIQ3	MUC12
GABRP	MUC15
FOXA1	MUC16
KCNK5	MUC16
TBX3	MUC16
CA10	MUC2
KRI1	MUC2
C16orf35	MUC3A
HNRNPL	MUC3A
GRM1	MUC4
AKR7A3	MUC6
ALB	MUC6
HNF4G	MUC7
MLL2	MUC7
NR3C2	MUC7
TAF13	MUC7
TMED2	MUC7
PLAC1	MUC8
BLVRB	MUL1
FBXO4	MUM1
PTPN13	MUM1L1
AK024561	MUPCDH
N4BP2L2	MUS81
MAG	MUSK
MYBPH	MUSK
PDE11A	MUSK
GSPT1	MUT
RANBP9	MUT
TTRAP	MUT
CUL7	MVD
GAPDH	MVD
MYBL2	MVD
TMEM97	MVK
TST	MVK
IFI44L	MX1
IFIT3	MX1
ISG15	MX1
OAS1	MX1
CMPK2	MX2
HERC5	MX2
RSAD2	MX2
SYNCRIP	MXD1
GTSE1	MXD3
UBE2C	MXD3
APOL1	MXI1
COL1A2	MXRA5
LRP1	MXRA5
VCAN	MXRA5
COL1A2	MXRA8
DPYSL3	MXRA8
FBLN2	MXRA8
LIMS2	MXRA8
PODN	MXRA8
ARMCX2	MYB
AZGP1	MYB
ESR1	MYB
FLNB	MYB
FOXA1	MYB
GATA3	MYB
ATAD2	MYBL1
CDCA8	MYBL1
RAD54B	MYBL1
AURKB	MYBL2
E2F1	MYBL2
TTK	MYBL2
UBE2C	MYBL2
C22orf33	MYBPC1
KRT5	MYBPC1
PMP2	MYBPC1
ZBTB16	MYBPC1
FAM110B	MYBPC2
C9orf7	MYC
DKC1	MYC
LDHB	MYC
AI086530	MYCBP
FBXO16	MYCBP
PSD	MYCBP
ZMPSTE24	MYCBP
LTBP3	MYCL1
SLC7A8	MYCL1
EPOR	MYCN
HIF1A	MYCN
SNRK	MYCN
TNFRSF25	MYCN
MAGEC3	MYCNOS
PPBPL2	MYCNOS
FETUB	MYCT1
ODF3L1	MYD88
C17orf48	MYEF2
ARSF	MYF5
BRIP1	MYF5
FBLN5	MYF6
METTL8	MYF6
MYD88	MYF6
ZFYVE20	MYF6
OR12D3	MYH1
PDSS2	MYH1
TAL1	MYH1
BCLAF1	MYH10
PKN2	MYH10
CNN1	MYH11
ITGA7	MYH11
LMOD1	MYH11
MYLK	MYH11
RERGL	MYH11
ALS2CL	MYH2
ICMT	MYH2
KRT15	MYH3
SCARB1	MYH3
TAL1	MYH3
VPREB1	MYH3
WSB2	MYH3
PTN	MYH4
SIAH1	MYH7
C4orf10	MYH7B
CACNG4	MYH7B
C12orf52	MYH8
COL19A1	MYH8
AL137475	MYL1
MRPL41	MYL1
SRCAP	MYL1
ADAM7	MYL2
ARHGAP28	MYL2
UNC93B1	MYL3
TMEM38A	MYL4
HDAC11	MYL5
NPAL3	MYL6B
TAGLN	MYL9
ACTA2	MYLK
CNN1	MYLK
KRT14	MYLK
KRT17	MYLK
PTN	MYLK
FBXO11	MYNN
CCDC93	MYO10
GAMT	MYO10
PSMA6	MYO15B
SFRS2	MYO19
TUBG1	MYO19
ADAM12	MYO1B
CALM1	MYO1B
BAZ1B	MYO5A
C8orf71	MYO5A
STAM2	MYO5B
KIAA1370	MYO5C
MOAP1	MYO5C
XBP1	MYO5C
CCNG2	MYO6
CD46	MYO6
KIAA0776	MYO6
WASL	MYO6
MTHFR	MYO7A
DNAJB4	MYO7B
FGA	MYO7B
FLNA	MYO9B
CCDC9	MYOC
COX5B	MYOC
KRTDAP	MYOC
INTS4	MYOCD
PPAP2C	MYOM1
UBE2A	MYOM1
ABCA8	MYOM2
MED27	MYOM2
CHODL	MYOT
TCF25	MYOT
MYO7B	MYOZ2
NID1	MYOZ2
TBX3	MYOZ3
C7	MYRIP
CSAD	MYRIP
SLC34A2	MYRIP
BAZ2B	MYSM1
FNTA	MYST3
TP53I11	MYST4
C1S	MYT1
CACNA2D2	MYT1
REG1A	MYT1L
IQSEC2	MZF1
ZNF318	MZF1
PDX1	N31716
NUP93	N4BP1
SLC2A4	N4BP2L1
UMOD	N4BP2L1
CAPN7	N4BP2L2
CRH	N4BP2L2
SNX1	N4BP2L2
C12orf52	N6AMT1
NM_006857	N6AMT1
ATP1A2	NAALAD2
CFD	NAALAD2
IGF1	NAALAD2
LPAR4	NAALAD2
NACA2	NAB1
NOTCH2	NAB1
RAB1A	NAB1
SSH3	NAB1
SNW1	NACA
TNNC1	NACA
IRF4	NACA2
POLR2J3	NACA2
UGT8	NACA2
SNED1	NACC2
STAM2	NACC2
CENPM	NADK
INPP4A	NADK
PRUNE	NADK
VBP1	NAE1
CAPZB	NAGK
LAP3	NAGK
MYL1	NAGLU
MALT1	NAMPT
RCAN1	NAMPT
YEATS4	NAP1L1
LEPR	NAP1L2
RCC1	NAP1L2
ASPN	NAP1L3
LAMB1	NAP1L3
AAMP	NAPA
GLRX2	NAPG
GOSR2	NAPG
MYBPC2	NAPG
L11372	NARF
NPLOC4	NARF
EPHA7	NARG1L
NPHS1	NARG1L
C4orf15	NARG2
EAPP	NARG2
ZNF280D	NARG2
LRRTM4	NARS
CLNS1A	NARS2
EZH2	NASP
ESR1	NAT1
MUC1	NAT1
SCUBE2	NAT1
SLC44A4	NAT1
TBC1D9	NAT1
STIP1	NAT11
ATG3	NAT13
TOMM70A	NAT13
MT1P2	NAT2
SRD5A1	NAT2
QTRT1	NAT6
SETBP1	NAT6
KCNK12	NAT8
PPP2R1B	NAT8
CDX4	NAT8B
PDK3	NAT8B
COL1A2	NAV1
ISG15	NAV2
MIA	NAV2
TBX3	NAV2
NAP1L3	NAV3
EPB41L5	NBEA
SMAD5	NBEA
ADAM12	NBL1
AEBP1	NBL1
SPARC	NBL1
KLHL7	NBN
ACTR3	NBPF14
GGA2	NBPF14
NOTCH2NL	NBPF14
RBM5	NBPF14
PIAS3	NBPF20
SHC1	NBPF20
ATAD3A	NBR1
BECN1	NBR1
CTSC	NBR2
GORASP2	NCAM1
AK021495	NCAM2
E2F3	NCAM2
U63542	NCAN
CDCA3	NCAPD2
DNMT1	NCAPD2
NUP205	NCAPD3
CCNB2	NCAPG
PRC1	NCAPG
PTTG1	NCAPG
RACGAP1	NCAPG2
CCNB2	NCAPH
CDC45L	NCAPH
CDCA3	NCAPH
CENPM	NCAPH2
ARPC5L	NCBP1
CHIC1	NCBP1
TGFBI	NCBP1
BRCC3	NCBP2
MAPRE1	NCBP2
CD86	NCF2
HK3	NCF2
LYZ	NCF2
SAMSN1	NCF2
ARHGAP25	NCF4
CD52	NCF4
SLC7A7	NCF4
ZNF207	NCK1
CHIC1	NCK2
SNX8	NCK2
MTMR6	NCKAP1
CD53	NCKAP1L
SLC7A7	NCKAP1L
LYAR	NCL
PSMD1	NCL
ADRA1A	NCLN
PAGE1	NCLN
HSP90AB1	NCOA2
MAP4	NCOA2
STAU1	NCOA3
YWHAZ	NCOA3
VPS26A	NCOA4
HIF1A	NCOA7
MID1	NCOA7
FAM21C	NCOR1
ACBD3	NCOR2
PSAT1	NCOR2
FZD6	NCR1
TSSK2	NCR1
AKAP5	NCR2
CBX8	NCR2
EPHB3	NCR3
BLCAP	NCRNA00153
DIMT1L	NCRNA00153
ESPL1	NCRNA00153
TTC37	NCRNA00153
C11orf87	NCRNA00158
ASPM	NDC80
CDC20	NDC80
DLGAP5	NDC80
UBE2C	NDC80
NDUFA2	NDFIP1
RECK	NDN
PLA2G7	NDP
TBX3	NDP
VTCN1	NDP
ADM	NDRG1
COL4A5	NDRG1
DSCC1	NDRG1
CRYAB	NDRG2
ETV5	NDRG2
EPB41L1	NDRG4
TUBA1A	NDRG4
CUGBP1	NDST1
MAPKAPK2	NDST1
WAC	NDST1
GRIA3	NDST4
LPCAT4	NDST4
UBE2A	NDUFA1
LSM4	NDUFA13
RFXANK	NDUFA13
USE1	NDUFA13
BTN3A3	NDUFA2
COX7C	NDUFA2
NSL1	NDUFA2
APOBEC3F	NDUFA3
CHMP2A	NDUFA3
C7orf28A	NDUFA4
COL4A2	NDUFA4L2
MCAM	NDUFA4L2
KLHDC10	NDUFA5
LARP7	NDUFA5
MYO1B	NDUFA5
RBM39	NDUFA5
ZNF107	NDUFA5
COX6B1	NDUFA6
COX7B	NDUFA6
UFD1L	NDUFA6
XRCC6	NDUFA6
HAGH	NDUFA7
TUSC2	NDUFA7
COX5B	NDUFA8
SET	NDUFA8
COX5A	NDUFA9
MRPS34	NDUFAB1
RAB28	NDUFAB1
C15orf24	NDUFAF1
C14orf2	NDUFB1
MTCH2	NDUFB11
RDBP	NDUFB11
TIMM17B	NDUFB11
UXT	NDUFB11
CCDC56	NDUFB2
RHEB	NDUFB2
C2orf47	NDUFB3
COX17	NDUFB4
PPCS	NDUFB4
ZFP161	NDUFB4
KIAA1107	NDUFB5
VBP1	NDUFB5
TAF9B	NDUFB6
C19orf26	NDUFB7
CCDC22	NDUFB7
LSM4	NDUFB7
AU145203	NDUFB8
ENO1	NDUFB8
TM9SF3	NDUFB8
PUF60	NDUFB9
SNX1	NDUFB9
CHCHD8	NDUFC2
CLNS1A	NDUFC2
CCDC90A	NDUFS1
MRPS16	NDUFS1
PF4V1	NDUFS1
SDHC	NDUFS2
SKP1	NDUFS4
KIF20A	NDUFS5
CCT5	NDUFS6
RDBP	NDUFS6
NDUFB7	NDUFS8
MRPL37	NDUFV1
OTUB1	NDUFV1
PPCS	NDUFV2
TMEM220	NDUFV2
CCDC82	NEB
C20orf30	NEBL
IL6ST	NEBL
NM_013293	NEBL
PTPLAD1	NEBL
BCL2	NEDD4L
HIF1A	NEDD4L
KIAA1324	NEDD4L
MAGED2	NEDD4L
CILP	NEFH
COL16A1	NEFH
LMOD1	NEFH
TGFB3	NEFH
KEL	NEFL
KPNA2	NEFL
NAP1L3	NEFM
WARS	NEFM
ASPN	NEGR1
CFHR1	NEGR1
KPNA2	NEIL1
WDR90	NEIL1
CCNA2	NEIL3
BMPR2	NEK1
DDN	NEK1
KLHL2	NEK1
PIK3C2A	NEK1
SGSM2	NEK1
C9orf116	NEK10
NOS2	NEK10
ASPM	NEK2
BUB1	NEK2
CENPF	NEK2
DTL	NEK2
RACGAP1	NEK2
TUSC2	NEK4
ACBD3	NEK7
UFC1	NEK7
KIAA1737	NEK9
TGFB3	NEK9
VAMP3	NEK9
NMUR2	NELF
AZU1	NELL1
CRYAB	NELL1
SYT4	NELL1
FLT3LG	NELL2
GATA6	NELL2
HHEX	NELL2
RRP15	NENF
SRGN	NENF
SLC25A19	NEO1
MFGE8	NES
SLC40A1	NES
HSP90AB1	NET1
HSPA14	NET1
VAMP3	NET1
C16orf61	NETO2
ZBTB10	NETO2
AA053967	NEU1
MB	NEU3
DNAJB4	NEUROD1
LPL	NEUROD1
DKKL1	NEUROG1
KPNA3	NEUROG1
THOC5	NEUROG2
HIST1H4I	NEUROG3
BDP1	NEXN
CALD1	NEXN
EIF4EBP3	NF1
UBE2M	NF1
CFL1	NF2
SCN9A	NF2
SNAPC4	NF2
BAT2D1	NFAT5
EEA1	NFAT5
RP5-1000E10.4	NFAT5
ZNF362	NFAT5
VILL	NFATC1
USP34	NFATC2IP
DHX38	NFATC3
DIO3	NFATC4
JUND	NFATC4
MAGEA5	NFATC4
PAX8	NFATC4
CAMP	NFE2
G6PD	NFE2
PLA2G10	NFE2
HEXA	NFE2L1
ATL2	NFE2L3
CAMTA2	NFE2L3
LYN	NFE2L3
CYBRD1	NFIA
BCL11A	NFIB
PRKD3	NFIB
TRIM29	NFIB
KPNA5	NFIC
IQGAP1	NFIX
ITPR2	NFIX
SCARB1	NFIX
SYT17	NFIX
ZBTB20	NFIX
C20orf30	NFKB1
HSPA8	NFKB1
CD8B	NFKB2
SCD5	NFKB2
ZNF701	NFKB2
CDH3	NFKBIB
RAB2A	NFKBIB
PIP4K2C	NFS1
RBM39	NFS1
C15orf24	NFU1
EZR	NFYA
LAMP1	NFYA
RAB40A	NFYA
HNRNPA0	NFYB
RBM39	NFYB
UBA3	NFYB
ARF1	NFYC
RNASE4	NGB
TBX2	NGF
DARC	NGFR
TNXB	NGFR
SLC24A1	NGFRAP1
WBP5	NGFRAP1
KIAA0408	NGLY1
WDR61	NGRN
TNFSF11	NHEDC2
RPL26L1	NHP2
RPL30	NHP2
SQLE	NHP2L1
ECM2	NID1
GLT8D2	NID1
LAMA4	NID1
NID2	NID1
ZEB1	NID1
ADAM12	NID2
AEBP1	NID2
BMP1	NID2
COL5A2	NID2
VCAN	NID2
CD164	NIN
CLCA1	NIN
PAK2	NIN
C1S	NINJ2
LRRC15	NINJ2
COX4NB	NIP7
MRPL15	NIP7
PLK4	NIP7
TMPO	NIPA2
PUM1	NIPBL
GPR172A	NIPSNAP3B
CALCOCO1	NISCH
CNIH4	NISCH
LSM3	NIT2
ESR1	NKAIN1
KCNK15	NKAIN1
CD2	NKG7
CD8A	NKG7
PRF1	NKG7
ITGA6	NKIRAS2
BCL2L1	NKTR
IDS	NKTR
NM_018029	NKTR
ALS2CL	NKX2-1
PDE11A	NKX2-1
CCL7	NKX2-2
GSC2	NKX2-2
MNX1	NKX2-2
ABCC1	NKX2-5
ASPH	NKX2-5
FAM57B	NKX2-5
TCP10	NKX2-5
FAM129A	NKX3-1
GPC4	NKX3-1
NAT1	NKX3-1
COL10A1	NKX3-2
COL11A1	NKX3-2
NID2	NKX3-2
ODZ4	NKX3-2
TMEM97	NLE1
AW972351	NLGN1
CRABP2	NLGN1
SLC13A1	NLGN1
FOXO4	NLGN3
PTP4A3	NLGN3
PTN	NLGN4X
SPON1	NLGN4X
FZD1	NLGN4Y
NLGN4X	NLGN4Y
RANBP3	NLGN4Y
ARHGAP15	NLRP1
MAB21L1	NLRP1
RASGRP2	NLRP1
CALCRL	NLRP2
KRT13	NLRP2
SLC18A3	NLRP2
FRMD4B	NLRP3
MNDA	NLRP3
NUDT4	NLRP3
DST	NM_001001991
LAX1	NM_001014442
SCAND1	NM_001014442
NDUFB8	NM_001018122
NPIP	NM_001018122
AB042555	NM_004125
C6orf62	NM_004261
RABGGTB	NM_004261
SLC1A6	NM_005129
U80773	NM_005129
PPP1R3A	NM_005179
PSG5	NM_005179
GPR32	NM_006025
PARVA	NM_006102
SDC2	NM_006102
SERPINH1	NM_006102
MATR3	NM_006107
ANP32A	NM_006188
GFAP	NM_006188
ERAP2	NM_006394
RUNX2	NM_006394
CLDN17	NM_006448
PSMC3IP	NM_006455
RAB31	NM_006455
XM_372952	NM_006455
ATM	NM_006780
NM_207331	NM_006780
TIMM17A	NM_006857
C6orf62	NM_007236
NM_018600	NM_007236
SYNM	NM_007281
TTYH1	NM_007281
KIAA0391	NM_013270
PICALM	NM_013270
FZD7	NM_013292
ZNF574	NM_013292
GOLGA2	NM_013293
PCBP2	NM_013293
SF1	NM_013293
COX7B	NM_013387
COX5B	NM_014092
RAC1	NM_014092
MAP3K12	NM_014095
MED13L	NM_014113
NUMA1	NM_014114
SCD5	NM_014114
AIDA	NM_014120
FAP	NM_014120
CMAH	NM_014122
NLRP1	NM_014122
ALDOAP2	NM_014123
PCNP	NM_014123
LRIT1	NM_014124
NM_014114	NM_014124
UTP14A	NM_014124
FLG	NM_014127
PRR11	NM_014127
TAF13	NM_014127
PUS7L	NM_014129
SLC15A3	NM_014134
PRDX2	NM_014136
ADAMDEC1	NM_014137
CCDC94	NM_014162
PCDH12	NM_014162
A1CF	NM_014163
NUDT4	NM_014163
AI201594	NM_014179
COPS5	NM_014179
TTLL4	NM_014181
FTSJ2	NM_014478
PPFIBP1	NM_014701
RNPS1	NM_014711
ALDH3B2	NM_014817
HGD	NM_014817
GORASP2	NM_014859
SMG6	NM_014859
RPS23	NM_014886
NPAS2	NM_015111
RMND5B	NM_015111
HLA-DOB	NM_015187
POU2AF1	NM_015187
PRF1	NM_015187
SPRY4	NM_015314
UNC84A	NM_015314
CYP20A1	NM_015393
ARHGAP25	NM_015553
ZAP70	NM_015553
PGK1	NM_015595
TAGLN2	NM_015595
MAGEC2	NM_015887
ARHGDIA	NM_015908
COMMD8	NM_015908
GRIN2C	NM_015980
LY75	NM_015980
CNR1	NM_016181
NACA2	NM_016181
RAB5A	NM_016275
SUPT4H1	NM_016275
SMR3B	NM_016300
ALDH1A1	NM_016344
NACA2	NM_016380
NM_018543	NM_016400
FAU	NM_016404
MRPS16	NM_016404
AF119888	NM_016420
SAG	NM_016420
IGLL3	NM_016459
COL11A1	NM_016522
THBS2	NM_016522
HSPB1	NM_016590
B3GNTL1	NM_016646
GPC5	NM_016646
PREPL	NM_016646
SHMT2	NM_017535
PRR11	NM_017618
NCAPH	NM_017674
TNFAIP8	NM_017674
ARF1	NM_017694
CYP7A1	NM_017694
EXOC5	NM_017694
AK026856	NM_017808
C1orf69	NM_017808
TAF13	NM_017808
KLHDC10	NM_017920
CKAP5	NM_017960
GPR183	NM_017960
NM_207331	NM_018029
TCF12	NM_018029
MRC2	NM_018071
TGFB1I1	NM_018071
ZCCHC24	NM_018071
TXNIP	NM_018111
ST18	NM_018329
AB051447	NM_018340
KLF13	NM_018340
KIR2DL3	NM_018350
SSTR4	NM_018350
GSTA3	NM_018382
PBRM1	NM_018382
SF1	NM_018382
OR2W1	NM_018499
B4GALT1	NM_018503
DES	NM_018503
AFF2	NM_018532
SLC6A8	NM_018532
CUX1	NM_018539
USP53	NM_018540
DGCR6L	NM_018543
IGF2R	NM_018543
IRGC	NM_018543
NM_025100	NM_018543
A1CF	NM_018544
DGCR6L	NM_018547
PRDX2	NM_018575
SCD5	NM_018575
SEC23A	NM_018576
KLF6	NM_018578
SOX4	NM_018578
VPS13D	NM_018592
DLAT	NM_018600
CSHL1	NM_018601
ORC5L	NM_018603
GIMAP4	NM_018611
HIPK1	NM_018611
NACA2	NM_018611
MTRF1	NM_018619
APOB	NM_018628
SOX21	NM_018629
MBD1	NM_018633
NACA2	NM_018633
RBM8A	NM_018633
C20orf30	NM_018678
C6orf62	NM_018678
REL	NM_018678
ENO1	NM_018687
PDE3A	NM_018687
P2RY13	NM_018690
TREM2	NM_018690
EPOR	NM_019015
APC	NM_019033
RPE65	NM_019033
SH3BGRL	NM_019033
TNFSF10	NM_019033
THOC2	NM_019853
AK022211	NM_020118
MAGEA4	NM_020118
LMAN1	NM_020669
NUDT4	NM_020738
TRIM49	NM_020738
TTLL3	NM_021981
TUFT1	NM_021981
RBM22	NM_022090
MRPL41	NM_022112
PTN	NM_022112
KARS	NM_022448
NEDD4L	NM_022448
PPM1J	NM_022737
MAP2K5	NM_022741
NR5A1	NM_022741
N4BP2L2	NM_022907
NM_006780	NM_022907
PHF20	NM_024049
STK10	NM_024049
NINJ2	NM_024058
POLD4	NM_024058
COL5A1	NM_024314
ALS2CR8	NM_024614
INADL	NM_024614
PPARGC1A	NM_024614
C2orf47	NM_024648
P4HB	NM_024648
PEX10	NM_024648
CALB1	NM_024799
PRDX2	NM_024802
ADAM12	NM_024841
POLD4	NM_024853
AZU1	NM_024888
MYB	NM_024888
BNC2	NM_024912
FSCN1	NM_024914
C19orf21	NM_024934
DIP2A	NM_024976
NM_018543	NM_024976
CAPN3	NM_024977
NACA2	NM_024977
POU2F3	NM_024977
EIF3K	NM_024978
RANBP10	NM_024978
KIAA0652	NM_024986
AK024457	NM_024992
SEL1L	NM_024992
AIPL1	NM_025012
HIST1H1B	NM_025012
IRF4	NM_025012
METTL5	NM_025031
EIF3K	NM_025056
NKX2-5	NM_025062
CES1	NM_025064
NM_031269	NM_025064
IL26	NM_025087
ZNF428	NM_025087
ZNF668	NM_025087
RGR	NM_025100
SLC13A1	NM_025100
SLC28A2	NM_025100
IRF4	NM_025117
MEFV	NM_025117
ARMC1	NM_025118
C20orf30	NM_025164
PTMA	NM_025164
ZBTB44	NM_025164
SQRDL	NM_030796
CDK5	NM_030941
MAZ	NM_030941
C6orf97	NM_030970
MINPP1	NM_030970
CCDC9	NM_031269
ARFGEF2	NM_031270
ASPHD1	NM_138383
HIGD1A	NM_138383
USP6	NM_145809
APOA4	NM_152338
COL4A5	NM_153225
INPP5J	NM_153225
PCDH7	NM_153225
MAGED4B	NM_194324
TMSL8	NM_194324
TTK	NM_194324
CDKN3	NM_207306
DYNC2LI1	NM_207306
INADL	NM_207306
PNO1	NM_207386
UGT1A3	NM_207386
CIB2	NMB
KIF13B	NMB
GRIN2C	NMBR
KIAA0090	NMBR
KRT2	NMBR
WNT2B	NMBR
RAB1A	NMD3
KPNA2	NME1
MRPL12	NME1
NME2	NME1
SLC35B1	NME1
MPG	NME2
RPS21	NME2
UTP18	NME2
CASC1	NME5
LZTFL1	NME5
SLC2A3P1	NME5
SPEF1	NME5
MRPS14	NME7
IFIH1	NMI
EDNRB	NMNAT2
GPX3	NMNAT2
UNC13A	NMNAT2
CLSTN2	NMNAT3
DHX8	NMT1
KIAA0408	NMT1
DEK	NMT2
PDE3B	NMT2
CCNB2	NMU
RACGAP1	NMU
SPAG5	NMU
APOA1	NMUR1
ARHGAP11A	NMUR2
LEP	NNAT
C1S	NNMT
CTGF	NNMT
GFPT2	NNMT
GLT8D2	NNMT
SERPINF1	NNMT
TAGLN	NNMT
TUBB6	NNMT
RFC1	NNT
TMED2	NNT
EIF4E2	NOC4L
BCL2A1	NOD2
GBP1	NOD2
RASGRP1	NOD2
MARS	NOL12
STX16	NOL12
COG4	NOL3
GPR56	NOL3
USE1	NOL3
ARNTL2	NOL4
LEMD1	NOL4
SLC29A1	NOL4
NXT1	NOL5A
PTMA	NOL5A
MUM1	NOL6
PDCD6	NOL7
RANBP9	NOL7
SMEK2	NOL7
FBXO38	NOLC1
INHBC	NOLC1
SMEK2	NOLC1
UCK2	NOLC1
SAFB	NONO
UBXN4	NONO
ARPC3	NOP10
C15orf24	NOP10
C16orf61	NOP10
POLR2K	NOP10
ADRB1	NOP16
CCNB1	NOP16
KLHL36	NOP16
OGN	NOP16
PRM1	NOP16
BOP1	NOP2
NCAPD2	NOP2
FH	NOS1
AB007975	NOS1AP
HIF1A	NOS3
SFRS11	NOS3
CYTH2	NOSIP
PRPF31	NOSIP
RUVBL2	NOSIP
COL18A1	NOTCH1
GPR160	NOTCH1
LAMP1	NOTCH2
RPL10A	NOTCH2
DMD	NOV
FLRT2	NOV
MATN2	NOV
COL14A1	NOVA1
IL6ST	NOVA1
SCUBE2	NOVA1
STK32B	NOVA1
FLI1	NOVA2
SFRS7	NOVA2
HABP4	NOX1
ZBBX	NOX1
COL10A1	NOX4
FXYD2	NOX5
HCCS	NP
CD1D	NPAL3
POLH	NPAL3
RALGDS	NPAL3
AF245389	NPAS1
WSB2	NPAS1
ID4	NPAS2
J00146	NPAS2
NM_024614	NPAS2
ADAMTS1	NPAS3
MT1P2	NPAS3
RGPD5	NPAS3
CYP20A1	NPAT
SCD5	NPAT
SCN9A	NPAT
AKAP1	NPC1
AV761014	NPC1
PDK3	NPC1
GLDC	NPC1L1
C9orf116	NPDC1
